name_encoded,year,selling_price,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner
2363,2008,350000,140000,1,1,1,1
831,2011,390000,90000,1,1,1,0
1395,2015,220000,45000,4,1,1,0
784,2005,140000,80000,4,1,1,2
1687,2018,370000,15000,4,1,0,0
1610,2019,650000,20000,1,1,1,0
1332,2017,280000,37000,4,1,1,0
1610,2016,540000,80000,1,1,1,0
4,2002,50000,120000,1,1,1,3
1429,2018,800000,20000,4,1,1,0
371,2016,515000,25000,1,1,1,0
923,2010,220000,96000,4,1,1,2
162,2013,165000,53000,4,0,1,0
237,2010,221000,65000,1,0,1,0
109,2015,245000,43000,4,0,1,0
365,2012,260000,42000,4,0,1,0
1996,2011,550000,73000,1,0,0,0
718,2015,434999,29000,4,0,1,0
2188,2013,450000,95000,1,0,1,0
139,2014,290000,25000,4,1,1,0
2476,2011,305000,53000,4,0,1,1
270,2011,265000,20000,4,0,1,0
493,2014,325000,57000,4,0,1,0
118,2014,550000,52000,1,0,1,0
1743,2008,105000,40000,4,1,1,0
493,2012,275000,47000,4,0,1,0
527,2012,434999,47000,4,0,1,1
828,2016,690000,73000,1,0,1,0
500,2012,249000,42000,4,0,1,1
662,2012,204999,60000,4,0,1,2
1727,2015,190000,120000,4,1,1,0
1362,2012,150000,50000,4,1,1,0
1749,1999,70000,70000,4,1,1,3
1076,2018,900000,25000,1,1,1,0
1484,2019,950000,11000,4,1,0,0
1613,2013,475000,80000,4,1,1,0
1320,1998,55000,80000,4,1,1,3
360,2013,450000,75000,1,1,1,1
59,2009,1200000,45000,1,1,0,2
1080,2007,300000,100000,1,1,1,1
543,2014,350000,60000,1,1,1,1
647,2015,821000,50000,4,1,1,0
1354,2014,200000,80000,4,1,1,1
1145,2017,1000000,60000,1,1,1,1
1342,2016,220000,60000,4,1,1,1
1566,2012,310000,70000,1,1,1,1
689,2018,815000,42000,1,1,1,0
822,2017,1200000,40000,1,1,1,0
137,2011,170000,150000,1,1,1,1
1549,2017,1000000,30000,1,1,1,0
781,2010,155000,90000,4,1,1,3
1228,2017,400000,120000,1,1,1,0
1136,2016,400000,80000,1,1,1,1
2067,2010,250000,80000,1,1,1,1
2102,2008,150000,50000,4,1,1,2
763,2002,80000,70000,4,1,1,1
2479,2014,325000,70000,1,1,0,0
604,2011,385000,11473,4,0,1,0
2448,2012,271000,49000,4,0,1,0
916,2013,330000,38000,4,0,0,0
700,2019,738000,8000,4,1,0,0
1354,2016,300000,30000,4,1,1,0
2073,2012,150000,110000,1,1,1,0
2363,2007,440000,223000,1,1,1,3
2491,2011,280000,110000,1,1,1,0
756,2006,100000,120000,4,1,1,1
1660,2008,150000,100000,4,1,1,1
1610,2014,380000,100000,1,1,1,1
1359,2006,90000,60000,4,1,1,1
1934,2011,275000,60000,1,1,1,1
1745,2009,180000,41090,4,1,1,0
1642,2012,225000,296823,1,1,1,0
1334,2014,200000,40000,4,1,1,0
2292,2011,500000,40000,4,1,1,1
345,2010,300000,70000,4,1,1,1
828,2015,765000,80000,1,1,1,1
1610,2017,650000,90000,1,1,1,0
1729,2017,380000,19000,4,1,1,0
1091,1996,200000,60000,1,1,1,0
1744,2010,145000,68000,0,1,1,1
1538,2011,280000,120000,1,1,1,1
1610,2014,254999,30000,1,1,1,0
2012,2016,300000,90000,4,1,1,1
1643,2015,480000,140000,1,1,1,2
1990,2017,850000,44500,4,1,0,0
967,2014,350000,52000,1,1,1,1
951,2016,650000,26000,4,1,1,0
1395,2015,300000,35000,4,1,1,0
1579,2008,150000,60000,4,1,1,1
784,2004,80000,58000,4,1,1,0
2137,2011,180000,80000,1,1,1,2
665,2017,290000,20000,4,1,1,0
338,2009,110000,100000,1,1,1,3
618,2018,875000,1440,4,1,1,0
742,2015,425000,12000,4,1,1,0
481,2016,700000,35000,1,1,1,0
1747,2010,130000,50000,4,1,1,1
1620,2017,650000,67000,1,1,1,0
1883,2013,400000,100000,4,1,1,1
1231,2017,800000,60000,1,1,1,0
1076,2017,675000,70000,1,1,1,0
1525,2017,210000,50000,4,1,1,3
2160,2009,150000,120000,1,1,1,2
1523,2007,45000,100000,0,1,1,3
984,2015,516000,90000,4,1,1,0
984,2014,450000,80000,4,1,1,0
158,2012,134000,90000,4,1,1,1
2324,2014,509999,157000,1,1,1,1
2451,2016,500000,20000,4,1,1,0
1738,2008,130000,80000,4,1,1,3
1666,2015,575000,60000,1,1,1,0
699,2015,550000,49000,4,1,1,0
1334,2020,347000,5000,4,1,1,0
2074,2013,275000,110000,1,1,1,0
2374,2010,630000,200000,1,1,1,2
103,2012,160000,90000,1,1,1,1
225,2010,150000,63000,1,1,1,2
611,2015,550000,23000,4,1,1,0
1137,2013,349000,100000,1,1,1,0
1063,2004,229999,168000,1,1,1,3
2058,2008,110000,90000,1,1,1,2
1708,2008,110000,70000,4,1,1,2
1901,2018,245000,5550,4,1,1,1
1354,2014,180000,100000,4,1,1,1
1721,2014,290000,80000,4,1,1,1
977,2010,250000,40000,4,1,1,0
2110,2010,150000,100000,1,1,1,0
1309,2004,55000,35000,4,1,1,2
1949,2006,500000,75000,1,1,1,1
1136,2013,290000,150000,1,1,1,3
1365,2009,72000,70000,4,1,1,0
1538,2014,250000,115000,1,1,1,0
1583,2019,575000,25000,4,1,0,0
1018,2019,1300000,10000,1,1,0,0
767,2019,425000,15000,4,1,1,0
1454,2019,470000,10000,0,1,1,0
2325,2012,220000,80000,4,1,1,2
1334,2020,310000,1700,4,1,1,0
373,2016,400000,45217,1,0,1,0
672,2018,310000,20000,4,1,1,0
1439,2017,750000,50000,1,1,1,0
2160,2009,204999,120000,1,1,1,1
1579,2010,260000,50000,4,1,1,0
1362,2012,180000,40000,4,1,1,1
1140,2007,125000,110000,1,1,1,1
1643,2014,420000,155000,1,1,1,0
1351,2011,220000,70000,4,1,1,1
1348,2010,200000,70000,4,1,1,2
2241,2016,335000,41000,4,0,1,0
325,2017,2650000,60000,1,0,0,0
320,2018,2675000,56000,1,0,0,0
537,2011,434999,97000,4,0,0,1
556,2014,500000,60000,4,1,1,0
310,2014,475000,48000,4,0,0,1
1612,2009,270000,190000,1,1,1,2
895,2019,600000,80000,4,1,1,0
967,2013,300000,70000,1,1,1,1
2440,2012,415000,80000,1,1,1,1
1682,2018,800000,30000,1,1,0,1
742,2016,420000,44440,4,1,1,1
644,2018,1250000,30000,1,1,1,0
734,2015,390000,80000,1,1,1,1
1946,2012,400000,110000,1,1,1,0
337,2007,100000,170000,4,1,1,0
23,2010,850000,46000,1,1,0,0
119,2012,359000,120000,1,1,0,2
1620,2015,470000,91365,1,0,1,0
1610,2013,360000,90010,1,0,1,1
1473,2013,250999,80000,1,1,1,0
2147,2012,45000,35000,4,1,1,1
1610,2013,495000,31800,1,0,1,0
1693,2013,310000,59100,0,0,1,0
590,2016,540000,31200,4,0,1,0
1434,2016,665000,51000,1,0,1,0
980,2013,425000,22700,1,0,1,1
11,2011,1295000,58000,1,0,0,0
1430,2016,675000,50900,1,0,1,0
1684,2018,980000,10000,1,1,1,0
104,2014,320000,60000,1,1,1,0
1540,2011,250000,80000,4,1,1,1
1387,2016,600000,72000,1,1,1,0
888,2016,300000,96000,4,1,1,0
104,2014,305000,66000,1,1,1,0
1708,2009,106000,70000,4,1,1,0
630,2006,90000,75000,4,1,1,2
2230,2019,539000,2417,4,1,1,0
666,2016,250000,30000,4,1,1,1
710,2007,95000,120000,4,1,1,3
1454,2020,495000,7000,0,1,1,0
1327,2009,110000,110000,4,1,1,3
1362,2008,100000,130000,4,1,1,3
420,2005,50000,80000,4,1,1,2
93,2007,85000,70000,4,1,1,1
720,2018,475000,23000,4,1,1,0
2452,2014,425000,40000,4,1,1,0
61,2006,480000,110000,4,1,0,1
1550,2019,950000,10000,1,1,1,0
1610,2015,535000,80000,1,1,1,0
854,2009,325000,25000,1,1,1,2
1712,2013,270000,74000,4,1,1,2
1395,2015,300000,60000,4,1,1,2
2490,2011,325000,70000,1,1,1,0
2160,2010,350000,100000,1,1,1,0
853,2008,229999,146000,1,1,1,2
1603,2012,325000,120000,1,1,1,1
1700,2005,70000,70000,4,1,1,1
1943,2008,190000,120000,1,1,1,2
118,2011,345000,65500,1,1,1,0
1145,2016,1025000,70000,1,1,1,0
1334,2012,120000,50000,4,1,1,0
1364,2009,114999,90000,4,1,1,1
522,2009,300000,120000,4,1,1,1
1395,2016,340000,56000,4,0,1,0
1700,2005,90000,70000,4,1,1,1
1359,2006,150000,140300,4,1,1,0
1348,2010,115999,70000,4,1,1,0
657,2012,225000,48000,4,0,1,0
2357,2015,851000,53652,1,0,1,0
1715,2016,375000,23000,4,0,1,1
1155,2005,120000,120000,1,1,1,2
1405,2015,350000,120000,1,1,1,0
1406,2017,409999,35000,4,1,1,0
829,2012,500000,130000,1,1,1,0
1835,2013,220000,90000,1,1,1,1
789,2007,70000,55000,4,1,1,1
1625,2017,800000,15000,4,1,1,0
1610,2014,450000,260000,1,1,1,1
1198,2012,525000,145000,1,1,1,0
200,2016,300000,35000,4,1,1,0
905,2008,195000,56000,4,1,1,1
352,2007,130000,98000,1,1,1,1
2324,2011,300000,135000,1,1,1,1
1367,2002,120000,60000,4,1,1,2
2362,2010,450000,120000,1,1,1,2
2105,2010,160000,102000,1,1,1,1
1073,2018,800000,35000,1,1,1,0
1308,2013,100000,80000,4,1,1,0
1334,2015,265000,32933,4,0,1,0
1700,2008,175000,54551,4,0,1,0
1521,2014,250999,57112,4,0,1,0
896,2015,471000,41025,4,0,0,0
1600,2019,650000,5000,1,1,1,0
670,2012,225000,53122,4,0,1,1
1338,2013,245000,64111,0,0,1,0
1536,2011,221000,78892,4,0,1,0
919,2011,271000,74113,4,0,1,0
1660,2017,525000,39000,4,0,1,0
2485,2012,377000,84775,4,0,1,0
2144,2012,95000,20778,4,0,1,0
1473,2015,763000,64441,1,0,1,0
471,2015,450000,43192,4,0,1,0
1434,2016,701000,79991,1,0,1,0
1827,2011,277000,62601,1,0,1,1
1377,2018,520000,50000,4,1,0,0
380,2017,550000,100000,1,1,1,0
2488,2011,260000,97000,1,1,1,2
1918,2015,420000,100000,1,1,1,0
1858,2002,35000,100000,4,1,1,2
1280,2018,1150000,20000,1,1,1,0
1421,2017,680000,46000,4,1,1,0
1642,2012,425000,40000,1,1,1,0
1600,2014,450000,70000,1,1,1,1
2368,2008,590000,89600,1,1,1,2
610,2015,420000,104000,1,1,1,1
2454,2014,450000,80000,1,1,1,1
1308,2004,40000,69111,4,1,1,2
2357,2014,520000,70000,1,1,1,1
1308,2007,80000,120000,4,1,1,0
2138,2014,55000,40000,4,1,1,0
1062,2001,80000,100000,1,1,1,2
1334,2019,210000,20000,4,1,1,0
2219,2017,260000,50000,1,1,1,0
2262,2016,250000,70000,1,1,1,0
2059,2008,80000,90000,1,1,1,0
2366,2010,450000,150000,1,1,1,1
2358,2005,310000,120000,1,1,1,1
913,2015,229999,40000,4,1,1,0
2010,2016,250000,120000,1,1,1,0
396,2014,350000,90000,4,1,1,1
1563,2011,320000,100000,1,1,1,0
468,2016,475000,90000,1,1,1,0
2123,2011,220000,140000,1,1,1,1
1758,2004,79000,80000,4,1,1,0
2027,2008,70000,60000,4,1,1,0
146,2015,281000,40000,1,1,1,0
2103,2013,211000,80000,1,1,1,0
697,2018,550000,11000,4,1,1,0
129,2014,350000,110000,1,1,1,0
1717,2017,420000,19890,4,0,0,0
1395,2016,399000,20194,4,0,1,0
404,2016,440000,34982,4,0,1,0
670,2012,250000,44588,4,0,1,0
302,2016,650000,57904,1,0,1,0
1354,2015,270000,59258,4,0,1,0
404,2016,390000,60826,4,0,1,0
808,2018,1600000,40000,1,1,0,0
2176,2019,800000,10000,4,1,1,0
454,2013,320000,50000,1,1,1,0
1334,2016,300000,25000,4,1,1,0
920,2018,740000,25000,4,1,1,0
215,2019,350000,1300,4,1,1,0
1592,2018,675000,50000,1,1,0,0
903,2011,300000,20000,4,1,1,0
113,2011,400000,76000,1,1,1,2
1213,2010,420000,100000,1,1,1,2
2156,2008,300000,120000,1,1,1,0
1724,2010,170000,70000,4,1,1,0
665,2014,210000,70000,4,1,1,2
1473,2015,600000,60000,1,1,1,1
1721,2014,260000,38000,4,1,1,1
2152,2015,82000,19000,4,1,1,0
1229,2016,690000,75000,1,1,1,0
730,2015,300000,70000,1,1,1,0
489,2017,1250000,30000,1,1,1,0
849,2017,799000,31707,1,1,1,0
2334,2010,1000000,180000,1,1,1,0
1334,2014,190000,90000,4,1,1,1
1243,2014,250000,30000,1,1,1,0
843,2009,200000,60000,4,1,1,0
1059,2005,300000,90000,1,1,1,1
2272,2015,250000,120000,4,1,1,1
1308,2008,90000,70000,4,1,1,2
1872,2016,700000,160000,1,1,1,0
2504,2012,1750000,115992,1,0,0,2
1727,2017,290000,110000,4,1,1,1
2382,2014,1050000,97000,1,1,1,1
2109,2008,70000,100000,1,1,1,2
1666,2016,520000,41000,1,1,1,0
2105,2012,150000,90000,1,1,1,0
906,2008,120000,90000,4,1,1,0
969,2016,600000,25000,4,1,1,0
2261,2010,150000,70000,1,1,1,1
2494,2011,400000,60000,4,1,1,0
1334,2015,310000,30000,4,1,1,1
1369,2015,550000,30000,4,1,1,0
970,2016,550000,60000,1,1,1,0
732,2013,320000,73000,1,1,1,0
1309,1992,50000,100000,4,1,1,3
1678,2017,700000,50000,1,1,1,1
938,2017,655000,84000,1,0,1,0
110,2011,200000,110000,3,1,1,0
1875,2012,375000,150000,1,1,1,0
829,2012,470000,109052,1,0,1,0
1431,2015,550000,90658,1,0,1,0
481,2014,500000,110000,1,1,1,1
209,2015,210000,25000,4,1,1,0
1775,2013,1451000,81000,1,0,0,0
857,2009,245000,75000,1,0,0,0
618,2017,700000,25552,4,0,1,1
672,2018,300000,20000,4,1,1,0
880,2017,350000,80000,1,1,1,0
536,2012,325000,40700,4,1,1,0
1258,2017,1150000,65500,1,0,0,0
2100,2008,110000,42000,4,0,1,0
527,2018,890000,8000,4,0,1,0
1577,2007,73000,80000,4,1,1,1
1442,2016,750000,6000,4,0,1,0
1369,2018,690000,11174,4,0,1,0
2101,2008,130000,120000,4,1,1,0
781,2007,85000,85000,4,1,1,1
675,2018,1575000,10000,4,1,0,0
1836,2013,325000,105000,1,1,1,0
515,1998,85000,120000,4,1,1,1
822,2018,860000,30000,1,0,1,1
678,2013,650000,54000,1,0,1,0
154,2014,375000,40000,1,1,1,0
831,2013,525000,71000,1,0,1,0
1456,2016,330000,72500,4,0,1,0
1456,2013,280000,76600,4,0,1,0
1667,2014,470000,40000,4,1,1,0
2464,2011,350000,110000,1,1,1,0
525,2012,480000,63000,4,0,1,0
828,2016,620000,60000,1,1,1,0
207,2014,250000,58000,4,1,1,0
156,2010,78692,80000,4,1,1,1
982,2012,350000,80000,1,1,1,0
1699,2013,250000,70000,4,1,1,1
925,2011,260000,97700,4,1,1,3
610,2016,640000,36000,1,1,1,1
2160,2008,220000,90000,1,1,1,1
2480,2015,465000,130000,1,1,1,0
1661,2010,229999,120000,1,1,1,1
1721,2018,425000,15000,4,1,1,0
2027,2008,95000,120000,4,1,1,2
669,2012,170000,170000,3,1,1,2
218,2016,229999,37500,4,1,1,1
1320,1999,45000,50000,4,1,1,2
1497,2007,479000,145000,4,1,1,2
674,2016,340000,30000,4,1,1,0
1623,2016,620000,35000,4,1,1,0
2132,2012,270000,60000,1,1,1,0
2223,2018,400000,35000,1,1,1,0
1727,2015,260000,40000,4,1,1,0
761,2003,48000,50000,4,1,1,3
2151,2015,100000,23800,4,1,1,1
1851,2015,490000,70000,1,1,1,0
1695,2010,120000,90000,3,1,1,1
901,2008,125000,102000,4,1,1,1
1334,2019,190000,5000,4,1,1,0
247,2011,500000,20000,4,1,1,0
2336,2014,1800000,99000,1,1,0,0
579,2008,320000,90000,4,1,1,0
576,2007,250000,47000,4,0,0,0
394,2010,105000,90000,1,1,1,2
951,2018,550000,20000,4,1,1,0
721,2019,600000,1100,4,1,0,0
1342,2020,210000,40000,4,1,1,0
1362,2009,150000,40000,4,1,1,0
902,2008,125000,60000,4,1,1,0
1395,2016,380000,20000,4,1,1,0
1375,2019,600000,5000,4,1,1,0
1656,2016,490000,27000,4,1,1,0
1600,2018,545000,38000,1,1,1,1
1721,2015,250000,25000,4,1,1,0
813,2020,1050000,1100,4,1,1,0
1699,2007,100000,100000,4,1,1,0
395,2014,250000,100000,1,1,1,1
1698,2007,100000,110000,4,1,1,0
368,2016,350000,60000,1,1,1,1
1868,2012,370000,70000,1,1,1,1
1758,2004,121000,110000,4,1,1,1
386,2017,570000,44077,4,0,0,0
1470,2017,785000,24000,1,1,1,0
1428,2018,850000,30000,1,1,1,0
1369,2017,619000,40000,4,1,1,0
118,2011,335000,90000,1,1,1,1
2358,2006,500000,50000,1,1,1,0
1696,2003,60000,100000,4,1,1,1
2110,2013,270000,70000,1,1,1,1
1708,2010,225000,100000,4,1,1,1
1570,2011,150000,160000,4,1,1,1
105,2013,173000,70000,1,1,1,0
54,2018,4800000,9422,1,1,0,0
2477,2017,710000,110000,1,1,0,0
2282,2019,1500000,20000,4,1,1,0
1386,2017,550000,20000,4,1,1,0
1310,2008,58000,70000,4,1,1,1
1177,2013,500000,150000,1,1,1,0
1637,2009,120000,83000,4,1,1,1
2353,2012,300000,250000,1,1,1,0
665,2018,300000,30000,4,1,1,0
1477,2018,587000,80000,0,1,1,0
6,2012,430000,50000,4,1,1,1
874,2007,123000,50000,4,1,1,1
1945,2012,450000,48500,1,1,0,1
1708,2007,130000,60000,4,1,1,2
2058,2010,110000,90000,1,1,1,1
735,2015,320000,70000,4,1,1,1
1701,2014,300000,50000,4,1,1,0
2429,2016,350000,110000,4,1,1,0
1480,2018,800000,50000,4,1,1,0
876,2016,270000,175000,1,1,1,0
924,2017,540000,60000,4,1,1,0
1703,2011,160000,60000,0,1,1,1
1450,2017,350000,40000,4,1,1,1
2489,2011,300000,100000,1,1,1,0
1538,2013,330000,63000,1,1,1,0
1703,2016,325000,80000,0,1,1,1
1641,2013,250000,55000,1,1,1,0
111,2015,240000,60000,4,1,1,0
720,2020,545000,5000,4,1,1,0
907,2015,300000,48000,4,0,1,0
1904,2017,240000,50000,4,1,1,0
1893,2018,360000,15000,4,1,1,0
1948,2019,475000,105000,1,0,0,0
2084,2010,150000,80000,1,1,1,1
275,2017,700000,50000,1,1,1,0
1277,2016,1290000,5000,1,1,1,0
1407,2018,500000,10000,4,1,0,0
781,2012,193000,45000,4,1,1,1
558,2015,800000,10000,4,1,1,0
1708,2008,150000,50000,4,1,1,0
1308,2002,80000,40000,4,1,1,3
391,2010,130000,100000,1,1,1,2
391,2012,280000,80000,1,1,1,1
1288,2011,229999,110000,1,1,1,1
2141,2010,70000,10000,4,1,1,0
1538,2013,240000,60000,1,1,1,1
1300,2010,380000,72000,1,1,1,1
797,2006,80000,110000,4,1,1,0
901,2013,265000,50000,4,1,1,0
673,2018,320000,25000,4,1,1,0
1847,2014,500000,120000,1,1,1,2
643,2016,1300000,55000,1,1,1,0
1182,2018,1500000,35000,1,1,1,0
2400,2016,1800000,110000,1,1,0,0
1277,2014,600000,80000,1,1,1,1
2228,2018,420000,80000,4,1,1,0
1742,2009,140000,120000,4,1,1,0
1946,2010,300000,100000,1,1,1,1
796,2006,100000,60000,4,0,1,1
1354,2017,350000,25000,4,0,1,0
291,2018,850000,19000,4,0,1,0
1359,2008,140000,54000,4,0,1,0
262,2015,550000,17100,4,0,1,1
729,2017,525000,19000,4,0,0,0
299,2015,470000,146000,1,0,1,0
319,2013,900000,98000,1,0,0,0
316,2011,500000,224642,1,0,1,1
1752,1998,80000,120000,4,1,1,1
1243,2011,175000,175000,1,1,1,0
1259,2017,1350000,15000,1,1,0,1
1866,2017,800000,50000,1,1,1,0
211,2017,250000,15000,4,1,1,0
1505,2018,700000,25000,4,1,0,0
2179,2019,800000,25000,1,1,1,0
1277,2013,660000,69000,1,1,1,0
1643,2015,465000,60000,1,1,1,2
1151,2006,180000,222435,1,1,1,1
1610,2017,600000,66000,1,1,1,2
829,2014,450000,78000,1,1,1,1
699,2019,721000,10000,4,1,1,0
1574,2018,300000,35000,4,1,1,0
1167,2019,1000000,10000,1,1,1,0
1904,2016,300000,40000,4,1,1,0
1174,2013,450000,120000,1,1,1,0
1486,1997,79000,70000,4,1,0,0
373,2017,545000,40000,1,1,1,0
475,2018,844999,20000,1,1,1,0
1967,2016,700000,93000,1,1,1,0
299,2014,525000,75000,1,1,1,1
352,2006,110000,101100,1,1,1,2
2057,2011,180000,66000,1,1,1,0
901,2012,280000,30000,4,1,1,1
2480,2015,535000,70000,1,1,1,0
1646,2017,459999,50000,1,1,1,0
1059,2010,300000,100000,1,1,1,0
578,2007,280000,60000,4,1,0,0
613,2014,500000,70000,4,1,1,0
1362,2009,78000,120000,4,1,1,1
1828,2011,160000,120000,1,1,1,0
1208,2014,600000,238000,1,1,1,0
1708,2008,110000,100000,4,1,1,1
1083,2011,450000,110000,1,1,1,1
1195,2019,1350000,35000,1,1,1,0
514,2003,120000,165000,4,1,1,1
485,2018,1040000,42000,1,1,1,0
734,2014,390000,70000,1,1,1,1
2146,2011,65000,60000,4,1,1,1
2463,2013,320000,115000,1,1,1,2
2423,2017,720000,70000,1,1,1,0
1669,2007,220000,80000,4,1,1,1
1701,2011,225000,65000,4,0,1,0
2123,2010,200000,150000,1,1,1,1
2308,2015,434999,75000,1,0,1,1
394,2012,300000,63700,1,1,1,0
481,2018,700000,74800,1,1,1,0
317,2009,500000,105000,1,1,1,1
1870,2016,500000,40000,1,1,1,0
1534,2016,400000,90000,1,1,1,1
2288,2015,825000,75000,1,0,1,1
1610,2018,720000,15000,1,1,1,0
1312,2009,110000,30000,4,1,1,1
1208,2014,600000,100000,1,1,1,1
1211,2009,275000,155000,1,1,0,2
1026,2012,2349000,149000,1,1,0,1
938,2017,740000,60000,1,1,1,0
1370,2017,800000,90000,1,1,1,0
69,2012,750000,100000,1,1,0,1
1348,2012,200000,90000,4,1,1,1
2193,2009,210000,75000,1,1,1,0
1643,2009,270000,120000,1,1,1,1
2301,2016,630000,90000,1,1,1,1
888,2015,375000,55000,4,1,1,0
1286,2010,300000,70000,1,1,1,0
1076,2016,580000,95000,1,1,1,1
816,2014,550000,50000,1,1,1,0
1439,2016,750000,50000,1,1,1,0
1766,2007,900000,76731,1,0,0,0
1662,2016,685000,64000,1,0,1,0
1643,2014,540000,65000,1,0,1,0
568,2018,1165000,13000,4,0,0,4
300,2014,610000,77000,1,0,1,0
1822,2014,280000,63840,4,0,1,0
2228,2017,370000,25000,4,1,1,0
2160,2011,459999,76400,1,1,1,1
1749,1998,42000,70000,4,1,1,2
240,2011,190000,80000,1,1,1,2
254,2010,165000,100000,4,1,1,3
276,2017,710000,40000,1,1,1,0
652,2018,1200000,15000,4,1,1,0
1742,2011,229999,70000,4,1,1,0
1904,2018,310000,15000,4,1,1,0
1721,2015,320000,40000,4,1,1,0
1308,2006,100000,54000,4,1,1,0
844,2009,160000,90000,1,1,1,0
1310,2007,60000,52000,4,1,1,0
2105,2012,100000,200000,1,1,1,2
105,2016,350000,35000,1,1,1,1
1867,2017,700000,60000,1,1,1,0
1354,2017,300000,31489,4,1,1,0
930,2018,830000,40000,1,1,1,0
867,2010,229999,70000,4,1,1,0
982,2013,400000,100000,1,1,1,0
1501,2005,300000,70000,4,1,1,1
390,2013,300000,50000,1,1,1,0
333,2009,80000,180000,1,1,1,1
1308,2008,80000,50000,4,1,1,1
1493,2007,100000,90000,4,1,1,1
2072,2012,300000,110000,1,1,1,0
1388,2018,700000,26000,4,1,0,0
1681,2016,975000,65000,1,1,1,0
116,2009,500000,130000,1,1,1,0
1875,2013,550000,75000,1,1,1,1
1855,2014,550000,110000,1,1,1,1
1348,2014,240000,50000,4,1,1,0
1320,1997,50000,80000,4,1,1,1
2060,2009,120000,80000,4,1,1,1
1334,2013,900000,60000,4,1,1,1
527,2009,250000,90000,4,1,1,1
1893,2017,280000,36000,4,1,1,0
2082,2010,85000,87000,1,1,1,0
2080,2011,90000,80000,1,1,1,0
129,2015,500000,50000,1,1,1,0
1320,2013,200000,60000,4,1,1,0
1904,2015,250000,50000,4,1,1,0
1610,2014,185000,40000,1,1,1,2
906,2008,100000,60000,4,1,1,1
2326,2015,610000,55000,1,1,1,0
1138,2012,290000,80000,1,1,1,0
1303,2012,300000,295000,1,1,1,0
665,2015,225000,80000,4,1,1,0
1354,2017,320000,50000,4,1,1,1
2084,2012,135000,158000,1,1,1,2
2356,2006,400000,400000,1,1,1,2
1837,2016,600000,19495,4,0,1,0
1277,2013,850000,85710,1,0,1,0
391,2011,250000,55130,1,0,1,1
299,2014,580000,63356,1,0,1,1
2334,2012,1680000,129627,1,0,1,0
159,2010,180000,15000,4,1,1,0
2225,2017,300000,50000,4,1,1,0
1354,2018,231999,20000,4,1,1,0
728,2017,495000,5000,4,1,1,0
202,2018,400000,4400,4,1,1,1
1304,2019,599000,15000,1,1,1,2
1875,2013,421000,45000,1,1,1,0
275,2018,841000,1000,1,1,1,0
908,2014,295000,38500,4,1,1,0
912,2011,220000,25000,4,1,1,0
267,2013,250000,35000,1,1,1,0
2334,2009,1100000,110000,1,1,1,1
836,2012,300000,40000,4,1,1,0
99,2007,80000,110000,4,1,1,1
105,2013,215000,20000,1,1,1,2
672,2012,245000,14987,4,0,1,0
285,2016,650000,25061,1,0,1,0
302,2017,760000,42494,1,0,1,0
469,2014,395000,44875,1,0,1,0
391,2014,280000,89741,1,0,1,1
593,2016,495000,65000,1,0,1,0
596,2016,525000,35000,1,0,1,0
2372,2009,420000,347089,1,0,1,0
2166,2010,210000,34500,1,1,1,0
950,2018,650000,30000,4,1,1,0
45,2018,2300000,39000,1,1,0,0
411,2019,525000,16000,1,1,1,0
1703,2010,195000,80000,0,1,1,1
1470,2016,650000,60000,1,1,1,0
1228,2015,540000,110000,1,1,1,0
1334,2014,180000,61000,4,1,1,0
1472,2018,980000,50000,1,1,1,0
233,2014,250000,90000,1,1,1,0
721,2018,550000,35000,4,1,0,0
2485,2015,509999,43000,4,1,1,1
1351,2017,320000,50000,4,1,1,0
661,2016,275000,25000,4,1,1,0
1281,2013,550000,222252,1,1,1,0
1724,2009,145000,50000,4,1,1,1
234,2013,250000,80000,1,1,1,0
829,2012,520000,35000,1,1,1,0
1362,2007,95000,85000,4,1,1,1
2373,2011,725000,110000,1,1,1,2
1308,2006,55000,70000,4,1,1,1
547,2014,600000,100000,1,1,1,0
2493,2013,330000,120000,1,1,1,1
1610,2015,470000,89000,1,1,1,0
1665,2013,365000,120000,1,1,1,0
672,2013,250000,40000,4,1,1,1
1721,2017,430000,17000,4,1,1,0
1642,2013,400000,125000,1,1,1,1
1623,2015,615000,110000,4,1,1,1
394,2011,150000,120000,1,1,1,1
395,2014,240000,90000,1,1,1,0
1180,2014,800000,90000,1,1,1,0
299,2014,600000,87000,1,1,1,1
1174,2014,800000,15000,1,1,1,0
353,2012,350000,38000,4,1,1,0
527,2011,300000,64000,4,1,1,1
2207,2015,399000,55250,1,1,1,0
1059,2011,300000,110000,1,1,1,0
1325,2012,150000,70000,4,1,0,0
2019,2018,1280000,17000,1,1,1,0
1893,2017,300000,13000,4,1,1,1
1852,2016,1000000,60000,1,1,1,0
1812,2012,1090000,120000,1,1,1,1
2164,2012,450000,97000,1,1,1,1
2027,2007,60000,130000,4,1,1,1
1623,2013,500000,50000,4,1,1,0
2084,2012,200000,120000,1,1,1,1
299,2015,650000,68000,1,1,1,0
1362,2006,60000,100000,4,1,1,1
1354,2015,155000,60000,4,1,1,0
1651,2019,600000,5000,4,1,1,0
1901,2016,300000,20000,4,1,1,0
646,2018,850000,12500,4,1,1,0
1454,2019,470000,4000,0,1,1,0
363,2019,600000,25000,4,1,1,0
