selling_price,torque,max_power,km_driven
800000,200.0,88.5,30000
420000,114.0,82.0,44440
1250000,259.9,126.2,30000
390000,160.0,70.0,80000
400000,250.0,108.5,110000
359000,360.0,163.7,120000
470000,190.0,74.0,91365
360000,190.0,74.0,90010
250999,200.0,88.76,80000
45000,51.0,37.48,35000
495000,190.0,74.0,31800
310000,78.0,58.33,59100
540000,110.0,88.7,31200
665000,200.0,88.5,51000
425000,219.6,88.76,22700
1295000,320.0,147.51,58000
675000,200.0,88.5,50900
980000,200.0,88.5,10000
320000,150.0,57.6,60000
250000,114.0,85.8,80000
600000,190.0,74.0,72000
300000,114.0,82.0,96000
305000,150.0,57.6,66000
270000,320.0,138.1,80000
300000,240.0,108.5,90000
106000,84.0,67.0,70000
90000,12.5,94.0,75000
539000,114.0,84.0,2417
110000,16.3,68.0,100000
300000,11.4,80.0,50000
95000,115.0,83.0,120000
495000,85.0,61.7,7000
110000,90.0,66.1,110000
100000,62.0,46.3,130000
509999,132.0,88.73,35000
50000,10.7,70.0,80000
475000,113.75,81.86,23000
425000,110.0,74.0,40000
535000,190.0,74.0,80000
325000,24.0,110.0,25000
270000,90.0,67.04,74000
300000,90.0,67.04,60000
325000,250.0,103.6,70000
350000,320.0,138.1,100000
229999,24.0,110.0,146000
325000,190.0,73.9,120000
70000,90.0,67.05,70000
190000,25.5,106.0,120000
345000,327.0,147.9,65500
1025000,280.0,120.0,70000
120000,69.0,47.3,50000
114999,62.0,46.3,90000
300000,146.0,118.0,120000
340000,90.0,67.04,56000
90000,90.0,67.05,70000
150000,62.0,46.3,140300
115999,90.0,67.1,70000
425000,170.0,67.04,36000
550000,200.0,98.6,12997
300000,240.0,100.0,25000
1150000,259.87,126.2,26430
260000,90.0,67.05,28481
350000,170.0,123.37,100000
750000,330.0,140.0,41988
180000,90.0,67.05,30375
611000,190.0,74.0,34400
225000,94.14,68.05,48000
300000,90.0,67.0,28942
400000,195.0,70.0,50000
851000,200.0,100.6,53652
375000,90.0,67.1,23000
120000,290.0,120.0,120000
350000,125.0,47.0,120000
409999,90.0,67.04,35000
500000,259.8,126.32,130000
220000,200.0,84.8,90000
800000,113.0,81.8,15000
450000,190.0,74.0,260000
525000,290.0,120.0,145000
195000,111.7,78.9,56000
130000,160.0,67.0,98000
300000,170.0,67.05,135000
160000,13.5,70.0,102000
800000,180.0,63.0,35000
100000,59.0,37.0,80000
265000,69.0,47.3,32933
175000,90.0,67.05,54551
250999,6.1,35.0,57112
471000,113.75,81.86,41025
650000,190.0,74.0,5000
245000,69.0,47.3,64111
221000,114.0,85.8,78892
271000,114.7,81.83,74113
525000,113.0,85.0,39000
377000,153.0,103.2,84775
95000,51.0,37.5,20778
763000,200.0,88.76,64441
450000,109.0,86.7,43192
701000,200.0,88.5,79991
277000,160.0,63.1,62601
520000,115.0,83.1,50000
260000,250.0,103.6,97000
420000,160.0,63.12,100000
1150000,360.0,152.87,20000
425000,190.0,74.0,40000
450000,190.0,74.0,70000
590000,20.4,102.0,89600
420000,200.0,98.6,104000
450000,230.0,88.8,80000
40000,59.0,37.0,69111
520000,200.0,100.6,70000
80000,59.0,37.0,120000
55000,51.0,37.48,40000
80000,180.0,63.0,100000
210000,69.0,47.3,20000
300000,102.0,70.0,50000
260000,140.0,69.0,50000
80000,135.0,71.0,90000
310000,20.4,102.0,120000
500000,200.0,100.6,100000
800000,200.0,88.5,70000
840000,259.9,126.2,70000
490000,109.0,86.7,50000
125000,135.0,71.0,81000
1000000,327.0,147.9,3600
530000,112.0,86.8,14272
840000,205.0,98.96,49213
229999,99.04,68.05,40000
40000,59.0,37.0,40000
130000,90.3,62.0,80000
200000,74.5,55.2,70000
250000,190.0,74.0,120000
100000,59.0,37.0,30000
280000,74.5,55.2,3240
540000,114.7,81.83,5000
700000,114.7,81.83,10000
350000,102.0,70.0,90000
320000,200.0,88.8,100000
475000,200.0,98.6,90000
220000,200.0,88.8,140000
210000,160.0,63.1,13770
61000,10.7,70.0,4637
355000,320.0,138.1,100000
150000,150.0,57.6,60000
650000,360.0,163.7,50000
210000,104.0,75.0,40000
130000,150.0,57.6,93900
60000,59.0,37.0,70000
120000,290.0,120.0,120000
2900000,400.0,190.0,40000
100000,187.0,82.0,120000
120000,150.0,57.6,110000
125000,78.0,60.0,34000
425000,172.5,73.74,20000
70000,90.0,67.05,117000
619000,113.0,81.8,1500
415000,104.0,75.0,48965
70000,102.0,65.3,60000
211000,140.0,70.0,80000
550000,114.73,81.86,11000
399000,90.0,67.04,20194
650000,215.0,98.96,57904
270000,90.0,67.05,59258
800000,170.0,108.5,10000
320000,200.0,98.6,50000
300000,69.0,47.3,25000
740000,114.7,81.83,25000
350000,91.0,67.0,1300
675000,190.0,74.02,50000
300000,99.04,68.05,20000
420000,290.0,120.0,100000
300000,320.0,138.1,120000
170000,84.0,67.0,70000
210000,74.5,55.2,70000
600000,200.0,88.76,60000
260000,90.0,67.04,38000
82000,51.0,37.5,19000
690000,240.0,100.0,75000
300000,160.0,70.0,70000
1250000,200.0,98.6,30000
799000,259.87,126.2,31707
1000000,343.0,171.0,180000
190000,69.0,47.3,90000
250000,160.0,64.1,30000
300000,180.0,63.0,90000
250000,140.0,88.7,120000
90000,59.0,37.0,70000
500000,113.75,81.86,26500
900000,259.87,126.2,50000
100000,62.0,46.3,52000
700000,200.0,83.8,160000
290000,90.0,67.04,110000
1050000,200.0,100.6,97000
150000,13.5,70.0,90000
600000,114.7,81.83,25000
150000,320.0,138.03,70000
400000,153.0,103.6,60000
310000,69.0,47.3,30000
550000,115.0,83.1,30000
550000,219.7,88.73,60000
320000,160.0,70.0,73000
50000,59.0,37.0,100000
500000,113.75,81.86,32000
360000,72.0,53.3,26500
700000,200.0,88.5,50000
655000,219.7,88.73,84000
700000,200.0,88.5,50000
375000,200.0,83.8,150000
470000,259.8,126.32,109052
500000,200.0,98.6,110000
210000,104.0,67.0,25000
270000,101.0,73.0,20000
80000,84.0,67.0,60000
1451000,500.0,204.0,81000
1085000,400.0,153.86,15000
700000,110.0,88.7,25552
300000,74.5,55.2,20000
350000,190.25,73.97,80000
325000,146.0,116.4,40700
890000,146.0,118.0,8000
750000,130.0,91.1,6000
280000,94.14,68.05,28838
690000,115.0,83.1,11174
130000,12.0,85.0,120000
85000,96.1,62.1,85000
325000,200.0,84.8,105000
85000,11.3,90.0,120000
525000,259.8,126.32,71000
330000,101.0,73.0,72500
280000,101.0,73.0,76600
470000,114.0,85.8,40000
350000,180.0,73.9,110000
480000,146.0,118.0,63000
620000,259.9,126.2,60000
250000,104.0,67.0,58000
78692,90.3,62.0,80000
350000,219.7,88.8,80000
250000,84.0,67.0,70000
260000,11.4,80.0,97700
640000,200.0,98.6,36000
220000,320.0,138.1,90000
465000,250.0,105.9,130000
229999,190.0,75.0,120000
425000,90.0,67.04,15000
95000,102.0,65.3,120000
229999,72.0,53.64,37500
45000,59.0,37.0,50000
370000,115.0,82.0,60000
340000,74.5,55.2,30000
620000,115.0,83.14,35000
270000,200.0,88.76,60000
260000,90.0,67.04,40000
490000,200.0,83.8,70000
120000,77.0,58.2,90000
125000,99.04,68.05,102000
190000,69.0,47.3,5000
250000,111.8,78.9,50000
500000,113.0,81.8,15000
400000,173.0,138.0,35000
1800000,360.0,168.5,99000
320000,172.0,130.0,90000
250000,172.0,130.0,47000
105000,160.0,68.0,90000
550000,114.73,81.86,20000
600000,113.75,81.86,1100
210000,69.0,47.3,40000
150000,62.0,46.3,40000
125000,99.04,68.05,60000
380000,90.0,67.04,20000
600000,115.0,83.1,5000
490000,113.0,81.8,27000
545000,190.0,74.0,38000
250000,90.0,67.04,25000
100000,84.0,67.0,100000
250000,160.0,68.0,100000
100000,8.6,64.0,110000
370000,245.0,108.45,70000
570000,136.0,110.5,44077
785000,200.0,88.5,24000
850000,200.0,88.5,30000
619000,115.0,83.1,40000
335000,327.0,147.9,90000
500000,20.4,102.0,50000
60000,90.0,67.1,100000
130000,90.0,67.1,50000
270000,135.4,70.0,70000
225000,84.0,67.0,100000
150000,145.0,103.2,160000
173000,150.0,57.6,70000
4800000,400.0,190.0,9422
710000,250.0,108.5,110000
550000,115.0,83.1,20000
58000,59.0,37.0,70000
500000,277.5,115.0,150000
120000,113.0,85.0,83000
300000,74.5,55.2,30000
130000,84.0,67.0,60000
110000,135.0,71.0,90000
320000,114.0,82.0,70000
300000,90.0,67.07,50000
800000,138.0,103.0,50000
270000,180.4,71.0,175000
540000,114.7,81.83,60000
160000,77.0,58.16,60000
350000,101.0,73.0,40000
330000,151.5,73.92,63000
325000,77.0,58.16,80000
250000,190.0,74.0,55000
545000,113.75,81.86,5000
130000,108.0,79.4,80000
240000,72.0,53.3,50000
360000,91.0,67.0,15000
150000,140.0,70.0,80000
700000,205.0,98.96,50000
1290000,330.0,140.0,5000
500000,90.0,67.04,10000
193000,96.1,62.1,45000
800000,145.0,117.3,10000
150000,84.0,67.0,50000
80000,59.0,37.0,40000
130000,160.0,68.0,100000
280000,160.0,68.0,80000
229999,220.0,95.0,110000
70000,51.0,38.0,10000
240000,151.5,73.92,60000
380000,260.0,112.0,72000
240000,151.5,73.92,60000
265000,99.04,68.05,50000
320000,74.5,55.2,25000
500000,248.0,108.5,120000
1300000,259.9,126.2,55000
1500000,320.0,140.0,35000
1800000,360.0,171.5,110000
600000,330.0,140.0,80000
420000,114.0,84.0,80000
140000,90.0,67.1,120000
300000,250.0,108.5,100000
350000,90.0,67.05,25000
140000,62.0,46.3,54000
470000,204.0,89.84,146000
900000,380.0,153.86,98000
500000,330.0,141.0,224642
80000,78.0,60.0,120000
175000,160.0,64.1,175000
1350000,330.0,140.0,15000
800000,248.0,108.45,50000
250000,91.0,67.0,15000
700000,113.0,81.8,25000
800000,260.0,108.5,25000
660000,330.0,140.0,69000
465000,190.0,74.0,60000
180000,290.0,120.0,222435
600000,190.0,74.0,66000
450000,259.8,126.32,78000
721000,117.0,81.86,10000
300000,72.0,53.3,40000
450000,290.0,120.0,120000
79000,110.0,85.0,70000
545000,215.0,99.0,40000
700000,250.0,103.52,93000
525000,204.0,89.84,75000
110000,160.0,67.0,101100
180000,190.0,75.0,66000
280000,99.04,68.05,30000
535000,250.0,105.9,70000
459999,190.0,74.0,50000
300000,180.0,63.0,100000
280000,172.0,130.0,60000
500000,145.0,117.3,70000
300000,72.0,53.3,40000
180000,200.0,88.8,80000
78000,62.0,46.3,120000
160000,160.0,63.1,120000
600000,290.0,120.0,238000
110000,84.0,67.0,100000
450000,180.0,63.0,110000
390000,160.0,70.0,70000
320000,180.0,73.9,115000
220000,11.5,88.2,80000
225000,90.0,67.07,65000
200000,200.0,88.8,150000
434999,170.0,67.05,75000
300000,160.0,68.0,63700
700000,200.0,98.6,74800
500000,330.0,141.0,105000
500000,200.0,83.8,40000
400000,190.0,73.94,90000
825000,205.0,87.2,75000
720000,190.0,74.0,15000
110000,59.0,37.0,30000
600000,290.0,120.0,100000
740000,219.7,88.73,60000
800000,190.0,74.0,90000
750000,380.0,184.0,100000
200000,90.0,67.1,90000
270000,190.0,74.0,120000
630000,170.0,67.04,90000
375000,114.0,82.0,55000
300000,220.0,95.0,70000
580000,195.0,70.0,95000
550000,219.7,88.7,50000
750000,200.0,88.5,50000
540000,190.0,74.0,65000
1165000,145.0,117.6,13000
610000,204.0,89.84,77000
280000,104.0,67.04,63840
370000,114.0,84.0,25000
459999,320.0,138.1,76400
42000,78.0,60.0,70000
42000,78.0,60.0,70000
710000,205.0,98.96,40000
1200000,151.0,121.3,15000
229999,90.0,67.1,70000
310000,72.0,53.3,15000
320000,90.0,67.04,40000
100000,59.0,37.0,54000
160000,24.0,110.0,90000
60000,59.0,37.0,52000
100000,13.5,70.0,200000
350000,150.0,57.6,35000
300000,90.0,67.05,31489
830000,219.7,88.73,40000
220000,240.0,100.0,110000
330000,11.4,80.0,44000
254999,146.0,118.0,90000
600000,154.9,121.3,50000
210000,111.7,78.9,50000
120000,84.0,64.0,81366
95000,110.0,85.0,110000
229999,20.4,102.0,300000
229999,14.9,103.2,70000
400000,219.7,88.8,100000
300000,160.0,68.1,50000
80000,59.0,37.0,50000
300000,190.0,74.0,110000
700000,115.0,83.1,26000
975000,200.0,88.5,65000
500000,320.0,147.9,130000
550000,200.0,83.8,75000
550000,248.0,108.5,110000
240000,90.0,67.1,50000
50000,59.0,37.0,80000
900000,69.0,47.3,60000
250000,146.0,118.0,90000
280000,91.0,67.0,36000
85000,190.0,75.0,87000
90000,135.0,71.0,80000
200000,59.0,37.0,60000
250000,72.0,53.3,50000
185000,190.0,74.0,40000
610000,170.0,67.1,55000
290000,240.0,100.0,80000
225000,74.5,55.2,80000
320000,90.0,67.05,50000
135000,140.0,70.0,158000
400000,20.4,102.0,400000
570000,114.73,81.86,35000
500000,113.0,81.8,12000
360000,114.0,84.0,4000
530000,112.0,86.8,10832
250000,99.04,68.05,50000
600000,134.0,97.7,19495
850000,330.0,140.0,85710
250000,160.0,68.0,55130
580000,204.0,89.84,63356
1680000,343.0,171.0,129627
180000,90.3,62.0,15000
300000,114.0,84.0,50000
231999,90.0,67.05,20000
495000,114.0,82.0,5000
400000,104.0,67.0,4400
599000,280.0,118.3,15000
421000,200.0,83.8,45000
841000,205.0,98.96,1000
295000,99.04,68.05,38500
220000,111.8,78.9,25000
1100000,343.0,171.0,110000
300000,154.9,121.3,40000
80000,11.2,76.0,110000
215000,150.0,57.6,20000
245000,74.5,55.2,14987
650000,205.0,98.59,25061
760000,215.0,98.96,42494
395000,200.0,98.6,44875
280000,160.0,68.0,89741
495000,200.0,98.6,65000
525000,200.0,98.6,35000
420000,20.4,102.0,347089
210000,320.0,138.0,34500
650000,114.73,81.86,30000
2300000,400.0,187.74,39000
525000,215.0,98.63,16000
195000,77.0,58.16,80000
650000,200.0,88.5,60000
540000,240.0,100.0,110000
180000,69.0,47.3,61000
750000,195.0,70.0,29000
980000,200.0,88.5,50000
550000,113.75,81.86,35000
509999,153.0,103.2,43000
320000,90.0,67.1,50000
275000,74.5,55.2,25000
550000,330.0,140.0,222252
145000,84.0,67.0,50000
520000,259.8,126.32,35000
95000,62.0,46.3,85000
725000,20.4,102.0,110000
55000,59.0,37.0,70000
600000,200.0,98.6,100000
470000,190.0,74.0,89000
365000,190.0,74.0,120000
250000,74.5,55.2,40000
430000,90.0,67.04,17000
400000,190.0,74.0,125000
615000,115.0,83.14,110000
150000,160.0,68.0,120000
240000,160.0,68.0,90000
800000,280.0,120.0,90000
600000,204.0,89.84,87000
800000,290.0,120.0,15000
160000,94.14,68.05,70000
350000,146.0,99.6,38000
300000,146.0,118.0,64000
399000,223.0,69.01,55250
300000,180.0,63.0,110000
1280000,400.0,153.86,17000
300000,91.0,67.0,13000
1090000,400.0,175.56,120000
450000,320.0,138.1,97000
60000,102.0,65.3,130000
500000,115.0,83.14,50000
200000,140.0,70.0,120000
650000,204.0,89.84,68000
60000,62.0,46.3,100000
250999,200.0,88.76,80000
155000,90.0,67.05,60000
600000,113.0,81.8,5000
300000,72.0,53.3,20000
470000,85.0,61.7,4000
600000,112.0,86.8,25000
700000,200.0,100.6,70000
70000,7.8,57.5,162000
1250000,343.0,171.0,205000
450000,190.25,73.97,70000
750000,330.0,140.0,100000
775000,200.0,100.6,70000
800000,420.7,194.3,220000
250000,205.0,87.2,120000
1490000,350.0,170.0,22038
600000,248.0,108.5,80000
120000,62.0,46.3,90000
320000,320.0,138.1,140000
302000,190.0,74.0,60000
130000,150.0,57.6,80000
120000,190.0,75.0,175000
1400000,360.0,152.87,10000
620000,114.7,81.83,65000
449000,20.4,102.0,90000
100000,62.0,46.3,70000
600000,113.75,81.86,2500
700000,200.0,98.6,35000
250000,150.0,57.6,40000
550000,150.0,100.5,63000
530000,200.0,83.8,55000
325000,172.5,73.8,71014
370000,200.0,84.8,60000
360000,250.0,103.52,70000
650000,250.0,177.46,60000
199000,204.0,89.75,92000
285000,240.0,100.0,89126
425000,190.24,73.97,42500
490000,360.0,163.7,42000
750000,330.0,140.0,70000
125000,13.1,100.0,110000
724000,250.0,103.2,48980
70000,90.3,62.0,60000
511000,190.0,74.0,58000
640000,114.7,81.83,37000
120000,96.1,62.1,70000
126000,150.0,57.6,98900
120000,150.0,57.6,125000
650000,240.0,100.0,60000
450000,114.0,82.0,80000
600000,180.0,63.0,40000
620000,330.0,140.0,80000
600000,204.0,89.84,30000
795000,195.0,70.0,35000
495000,200.0,83.8,60000
1750000,380.0,174.33,127643
1350000,400.0,153.86,34000
350000,218.0,93.7,145000
300000,91.0,67.0,25000
400000,140.0,88.7,54000
1750000,400.0,187.74,102354
70000,78.0,60.0,70000
500000,200.0,84.8,70000
2575000,380.0,181.0,36000
220000,140.0,70.0,100000
50000,59.0,37.0,100000
950000,205.0,98.59,21394
625000,113.0,81.8,13800
1035000,151.0,121.3,23000
310000,104.0,67.0,32686
600000,218.0,93.7,99700
3100000,450.0,174.5,5000
550000,114.0,82.0,45457
1260000,259.9,126.2,39221
660000,113.7,82.85,48220
700000,113.7,82.85,11114
235000,24.0,110.0,60208
475000,250.0,105.9,80000
850000,145.0,117.6,58000
585000,218.0,93.7,85441
380000,160.0,65.0,64541
650000,190.0,74.0,35000
600000,113.0,81.8,30000
434999,104.0,67.04,16267
525000,250.0,105.9,71500
4800000,400.0,190.0,12999
160000,110.0,74.9,80000
160000,84.0,64.0,90000
125000,90.3,62.0,28000
430000,180.0,63.0,200000
900000,151.0,121.3,14700
61000,62.0,46.3,90000
400000,90.0,67.07,50000
150000,9.8,63.0,100000
220000,140.0,70.0,100000
110000,115.0,83.0,90000
375000,140.0,88.7,30000
310000,219.6,88.76,92686
90000,102.0,65.3,300000
350000,153.0,103.6,90000
1300000,330.0,140.0,40000
70000,90.0,67.05,90000
225000,205.0,76.9,80000
145000,11.3,90.0,100000
930000,205.0,98.96,20000
550000,113.0,81.8,51000
280000,74.5,55.2,55000
360000,74.5,55.2,6000
150000,62.0,46.3,40000
900000,153.0,103.2,15000
120000,72.9,35.5,50000
550000,200.0,84.8,38500
775000,170.0,108.5,35000
65000,59.0,37.0,70000
200000,84.0,67.0,90000
800000,20.4,102.0,108731
400000,20.4,102.0,120000
500000,223.0,69.01,60000
150000,16.0,65.0,90000
500000,170.0,67.05,140000
320000,74.5,55.2,80000
300000,160.0,63.1,90000
650000,200.0,83.8,40000
285000,69.0,47.3,14000
360000,320.0,138.1,70000
450000,222.0,177.6,55000
175000,62.0,46.3,60000
350000,327.0,147.9,74000
530000,215.0,99.0,45000
1025000,200.0,97.9,38000
725000,110.0,88.7,29976
919999,145.0,117.3,41000
700000,200.0,98.6,15000
725000,200.0,98.6,36000
365000,90.0,67.04,23600
665000,200.0,98.6,71318
50000,59.0,37.0,78098
225000,74.5,55.2,30000
229999,99.04,68.05,45000
145000,96.1,62.0,67000
500000,135.3,105.5,25000
750000,140.0,110.4,18054
225000,111.8,78.9,30000
300000,180.4,71.0,80000
680000,219.7,88.73,20000
700000,240.0,100.0,40000
180000,140.0,69.0,120000
270000,16.3,68.0,120000
370000,114.0,85.8,97000
120000,187.0,82.0,120000
550000,190.0,74.0,38406
320000,96.1,62.1,54350
390000,90.0,67.04,32260
550000,200.0,83.8,58231
370000,113.0,81.8,59858
190000,62.0,46.3,73350
509999,248.0,108.45,88473
450000,146.0,116.4,96987
550000,190.0,74.0,61187
400000,260.0,112.0,68350
585000,205.0,98.59,81150
500000,113.75,81.86,30000
265000,190.0,75.0,120000
175000,160.0,68.0,180000
150000,160.0,64.1,280000
1025000,259.9,126.2,90000
1030000,200.0,100.6,250000
380000,327.0,147.9,90000
250000,190.0,73.9,110000
85000,78.0,60.0,80000
350000,74.5,55.2,15000
190000,62.0,46.3,52000
250000,108.0,79.4,70000
290000,160.0,68.0,125000
75000,102.0,65.3,300000
1000000,330.0,140.0,120000
550000,219.7,88.73,87000
850000,151.0,121.3,25000
650000,114.73,81.86,26000
250000,124.0,99.6,100000
550000,20.0,127.0,80000
70000,90.0,67.05,90000
145000,11.3,90.0,100000
930000,205.0,98.96,20000
550000,113.0,81.8,51000
85000,62.0,46.3,120000
280000,74.5,55.2,55000
360000,74.5,55.2,6000
150000,62.0,46.3,40000
900000,153.0,103.2,15000
550000,200.0,84.8,38500
775000,170.0,108.5,35000
65000,59.0,37.0,70000
200000,84.0,67.0,90000
240000,90.0,67.04,50000
800000,20.4,102.0,108731
400000,20.4,102.0,120000
229999,90.0,67.1,40000
580000,204.0,89.84,120000
175000,16.1,125.0,100000
250000,151.5,73.92,110000
320000,74.5,55.2,80000
800000,240.0,100.0,60000
300000,74.5,55.2,20000
350000,190.25,73.97,80000
70000,78.0,60.0,105700
80000,90.3,62.0,70000
335000,69.0,47.3,28000
350000,101.0,73.0,51000
1100000,250.0,108.6,35000
80000,110.0,85.0,24000
285000,90.0,67.05,64000
100000,135.4,70.0,120000
225000,62.0,46.3,37091
320000,90.0,67.05,38900
1249000,259.9,126.2,60000
120000,84.0,67.0,110000
200000,250.0,103.6,100000
1151000,259.9,126.2,85000
120000,190.0,74.0,140000
220000,72.0,53.3,20000
750000,170.0,108.5,15000
500000,110.0,88.7,50000
350000,74.5,55.2,20000
600000,247.0,105.0,100000
525000,113.75,81.86,9400
930000,205.0,98.96,12000
440000,101.0,73.0,14100
434999,90.0,67.04,21000
250000,111.7,78.9,28000
940000,200.0,88.5,35000
825000,200.0,88.5,58000
229999,84.0,67.0,25000
375000,114.7,81.83,72000
640000,200.0,88.8,89000
800000,20.4,102.0,160000
130000,102.0,70.0,30000
300000,99.04,68.05,37555
440000,90.0,67.04,14000
450000,200.0,75.0,110000
690000,200.0,88.5,50000
300000,69.0,47.3,5000
220000,11.5,88.2,67580
140000,96.1,62.1,100000
200000,160.0,68.0,125000
325000,28.3,116.6,120000
300000,24.0,110.0,130000
120000,59.0,37.0,250000
535000,259.9,126.2,52600
520000,200.0,98.6,82000
550000,113.75,81.86,19890
280000,160.0,64.1,40000
225000,200.0,84.8,78000
535000,114.7,81.83,38365
1250000,320.0,140.0,23670
650000,115.0,83.1,49834
295000,109.0,86.8,57353
480000,190.0,74.0,68308
575000,200.0,98.6,63240
509999,280.0,120.0,60000
69000,62.0,46.3,100000
449000,20.4,102.0,90000
650000,149.0,120.69,6000
260000,140.0,69.0,50000
295000,180.0,63.0,90000
120000,190.0,74.0,140000
155000,144.15,113.42,65000
320000,320.0,138.1,80000
650000,219.66,88.76,37000
285000,69.0,47.3,30000
725000,110.0,88.76,26000
625000,130.0,91.1,30000
550000,114.73,81.86,23000
130000,140.0,70.0,120000
240000,111.7,78.9,40000
600000,200.0,83.8,27000
350000,320.0,138.1,65000
245000,74.5,55.2,32000
330000,260.0,112.0,100000
150000,114.0,85.8,80000
927999,259.9,126.2,90000
70000,78.0,60.0,60000
399000,190.25,73.97,55000
350000,190.0,74.0,90000
125000,290.0,120.0,50000
150000,9.8,63.0,90000
250000,74.5,55.2,25000
675000,259.8,126.32,61000
409999,101.0,73.0,45000
225000,209.0,91.7,60000
350000,172.0,130.0,75000
290000,190.0,74.0,56000
212000,24.0,110.0,58000
675000,200.0,100.6,73000
421000,200.0,98.6,69000
350000,145.0,104.68,10000
90000,210.0,66.0,116000
180000,84.0,67.0,30000
210000,190.0,75.0,109000
45000,51.0,38.0,7000
125000,13.5,70.0,120000
530000,154.9,121.3,64916
800000,204.0,89.84,37161
580000,115.0,83.1,15000
1400000,380.0,174.33,118000
300000,91.0,67.0,50852
300000,72.0,53.3,30000
250000,134.0,97.7,70000
500000,171.0,72.4,120000
428000,222.0,177.6,40000
1400000,350.0,138.1,33000
219000,74.5,55.2,53500
520000,200.0,98.6,82000
509999,280.0,120.0,60000
556000,115.0,83.1,24000
225000,140.0,70.0,120000
365000,190.0,74.0,65000
225000,190.0,74.0,50000
135000,62.0,46.3,50000
140000,84.0,67.0,49000
275000,72.0,53.3,14365
2750000,450.0,174.5,41000
484999,259.8,126.32,65000
565000,200.0,88.5,65000
425000,190.0,74.0,61083
925000,200.0,100.6,75000
565000,290.0,120.0,72000
525000,248.0,108.45,65000
409999,146.0,118.0,60000
570000,114.0,84.0,5000
160000,145.0,104.68,80000
749000,200.0,88.5,51500
300000,190.0,73.9,120000
550000,205.0,98.96,79800
550000,205.0,98.96,97000
700000,215.0,99.0,49957
600000,215.0,99.0,43235
925000,205.0,98.59,50699
1800000,470.0,197.0,126000
170000,74.5,55.2,80000
150000,151.0,75.0,256000
295000,290.0,120.0,120000
320000,114.0,85.8,40000
550000,204.0,89.84,135000
550000,195.0,62.1,50000
590000,250.0,108.62,98000
1050000,200.0,100.6,70000
950000,200.0,98.6,50000
1000000,200.0,97.9,30000
500000,200.0,83.8,120000
450000,209.0,91.7,70000
720000,190.0,74.0,35000
484999,190.0,74.0,90000
420000,250.0,103.6,90000
1225000,330.0,140.0,70000
350000,135.4,70.0,50000
350000,160.0,65.0,120000
800000,20.4,102.0,230000
509999,115.0,82.0,15000
465000,190.24,73.97,25000
625000,115.0,83.1,52000
490000,160.0,70.0,66000
880000,200.0,88.5,64000
290000,96.1,62.1,49000
685000,200.0,88.5,72000
680000,219.7,88.73,44000
480000,190.0,74.0,101000
630000,190.0,74.0,55000
190000,13.1,100.0,115000
500000,190.0,74.0,100000
850000,320.0,138.1,52000
350000,200.0,88.8,105000
425000,200.0,83.8,170000
495000,190.0,74.0,105000
890000,200.0,88.5,60000
650000,330.0,140.0,218000
465000,190.24,73.97,25000
625000,115.0,83.1,52000
490000,160.0,70.0,66000
880000,200.0,88.5,64000
290000,96.1,62.1,49000
685000,200.0,88.5,72000
680000,219.7,88.73,44000
480000,190.0,74.0,101000
630000,190.0,74.0,55000
190000,13.1,100.0,115000
500000,190.0,74.0,100000
850000,320.0,138.1,52000
350000,200.0,88.8,105000
425000,200.0,83.8,170000
495000,190.0,74.0,105000
890000,200.0,88.5,60000
650000,330.0,140.0,218000
300000,135.0,69.01,110000
614000,110.0,88.76,1000
250000,111.8,78.9,100000
250000,111.8,78.9,110000
200000,62.0,46.3,40000
290000,84.0,67.0,52000
320000,90.0,67.07,80000
100000,62.0,46.3,124000
110000,62.0,46.3,120000
680000,190.0,74.0,40000
37500,59.0,37.0,90000
200000,151.5,73.92,120000
300000,200.0,84.8,110000
740000,330.0,140.0,45000
630000,280.0,120.0,50000
164000,104.0,67.04,30000
140000,146.0,118.0,70000
999000,500.0,203.0,49600
56000,62.0,46.3,23000
1050000,560.0,258.0,30000
190000,154.9,121.3,38000
150000,151.5,73.92,40000
235000,111.8,78.9,43100
200000,69.0,47.3,35000
350000,104.0,67.05,10171
465000,248.0,108.45,41123
1000000,225.0,93.87,15000
2800000,385.0,158.0,10000
470000,190.0,74.0,170000
415000,90.0,67.04,20000
500000,200.0,83.8,82000
95000,62.0,46.3,50000
400000,190.0,74.0,70000
114999,62.0,46.3,66782
75000,62.0,46.3,130000
500000,259.8,126.32,120000
195000,59.0,37.0,75000
155000,69.0,47.3,40000
65000,62.0,46.3,90000
65000,13.1,100.0,150000
200000,160.0,65.0,112198
150000,135.0,71.0,130000
530000,205.0,98.59,175000
750000,200.0,75.0,120000
225000,151.5,73.92,90000
409999,219.6,88.76,80000
409999,219.7,88.73,80000
110000,59.0,37.0,83000
225000,72.0,53.3,40000
450000,190.0,74.0,145500
370000,250.0,103.52,120000
158000,12.7,78.0,140000
225000,22.4,90.0,127000
130000,11.5,88.2,120000
440000,113.75,81.86,45000
96000,7.8,57.5,175000
45000,59.0,37.0,5000
350000,170.0,67.1,90000
200000,160.0,68.1,169000
500000,248.0,108.45,68000
92000,78.0,60.0,100000
280000,190.0,73.9,140000
180000,84.0,67.0,90000
400000,115.0,82.0,40000
778000,200.0,88.5,70000
500000,22.4,90.0,53000
680000,219.7,88.73,100000
174000,160.0,64.1,100000
