torque,max_power,km_driven,selling_price
190.0,73.94,110000,375000
114.7,81.83,40000,610000
430.0,177.0,45000,3200000
195.0,62.1,157000,467000
200.0,90.0,80000,100000
190.0,75.0,175000,305000
14.9,103.2,214000,340000
110.0,90.0,60000,285000
119.0,94.93,3177,700000
200.0,83.8,105000,525000
12.5,68.0,120000,165000
200.0,88.5,50000,925000
59.0,34.2,70000,190000
11.4,80.0,54000,525000
109.0,86.7,1303,690000
84.0,64.0,80000,70000
46.5,198.5,120005,800000
74.5,55.2,80000,229999
218.0,93.7,87000,750000
90.0,67.04,56000,340000
180.0,63.0,110000,245000
111.7,78.9,49824,229999
114.7,81.83,30000,700000
90.3,62.0,70000,130000
113.7,82.85,90000,350000
245.0,108.45,50000,880000
240.0,100.0,54188,700000
190.0,74.02,30000,800000
114.0,82.0,48000,400000
248.0,108.45,110000,350000
240.0,108.45,13500,825000
69.0,47.3,5000,300000
84.0,67.0,80000,85000
104.0,67.0,60000,350000
20.4,102.0,120000,400000
259.9,126.2,44000,1150000
114.0,82.0,30000,370000
190.0,74.0,185000,350000
219.7,88.73,110000,315000
112.0,86.8,42000,260000
190.0,74.0,100000,610000
74.5,55.2,30000,245000
85.0,52.8,172000,114999
113.0,81.8,15000,650000
280.0,120.0,50000,630000
210.0,74.96,62000,445000
114.0,85.8,50000,450000
170.0,108.5,20000,919999
59.0,34.2,59635,105000
205.0,98.59,87452,480000
11.2,76.0,60000,100000
400.0,190.0,8500,5500000
160.0,68.0,124316,185000
135.4,70.0,150000,80000
130.0,91.1,30000,625000
111.8,78.9,110000,210000
135.0,71.0,81000,125000
250.0,103.6,150000,260000
205.0,98.96,17000,750000
59.0,37.0,90000,90000
173.0,138.0,82000,340000
145.0,103.2,60000,295000
190.0,74.0,170000,470000
113.0,81.8,15000,810000
190.0,74.0,70000,520000
190.0,74.0,77215,495000
259.87,126.2,70000,950000
77.0,58.16,71000,250000
200.0,98.6,40000,675000
280.0,189.0,30000,2500000
115.0,82.0,5000,450000
219.7,88.73,80000,750000
200.0,84.8,35000,670000
114.0,82.0,80000,350000
230.0,88.5,70000,350000
85.0,61.7,20000,380000
250.0,105.0,110000,280000
12.0,85.0,150000,150000
259.9,126.2,98000,900000
151.0,121.3,37800,866000
84.0,64.0,70000,150000
197.0,75.0,70000,325000
430.0,177.0,45000,3200000
277.5,115.0,80000,350000
205.0,98.59,27620,950000
200.0,88.5,50000,875000
219.7,88.7,52000,800000
215.0,99.0,30000,600000
115.0,83.14,43000,500000
74.5,55.2,100000,190000
111.8,78.9,15000,320000
195.0,62.1,103000,550000
210.0,74.96,74250,660000
85.0,52.8,110000,67500
259.9,126.2,46000,1237000
360.0,152.87,18000,1575000
248.0,108.45,120000,450000
305.0,123.7,120000,195000
200.0,83.8,90000,600000
114.73,81.86,25000,600000
99.07,68.07,1000,500000
113.75,81.86,120000,500000
113.7,82.85,30000,360000
330.0,140.0,218000,650000
84.0,67.0,80000,95000
248.0,108.45,123000,400000
140.0,110.4,18054,750000
74.5,55.2,80000,170000
145.0,117.6,40000,325000
102.0,70.0,15000,225000
205.0,76.9,80000,225000
115.0,83.0,70000,250000
190.0,74.0,70000,450000
114.0,82.0,10510,520000
13.5,70.0,200000,100000
11.4,80.0,98000,350000
219.66,88.73,50000,610000
200.0,83.8,1000,450000
190.0,74.0,147000,600000
219.7,88.7,60000,600000
200.0,100.6,128000,940000
104.0,67.0,42000,150000
114.7,81.83,50000,480000
150.0,57.6,80000,130000
330.0,140.0,129000,595000
190.24,73.97,56290,450000
190.0,74.0,100000,235000
62.0,46.3,80000,220000
205.0,98.59,125531,600000
205.0,98.96,49213,840000
200.0,83.8,32000,610000
113.0,81.8,5621,650000
90.0,67.05,25000,360000
13.1,100.0,200000,180000
200.0,100.6,135200,450000
200.0,88.8,80000,650000
190.0,74.0,90000,650000
290.0,120.0,100000,400000
290.0,120.0,120000,575000
96.0,65.0,70000,130000
259.9,126.2,74000,750000
113.75,81.86,19890,550000
200.0,88.5,70000,800000
113.0,81.8,24400,550000
470.0,197.0,56000,2675000
59.0,37.0,120000,40000
430.0,177.0,9000,2711000
69.0,47.3,80000,280000
380.0,163.7,82000,495000
12.7,78.0,110000,215000
13.5,70.0,110000,130000
140.0,69.0,89000,450000
74.5,55.2,25000,310000
84.0,67.0,80000,160000
172.5,73.74,20000,425000
190.0,74.0,80000,690000
91.0,67.0,20000,330000
113.0,81.8,15000,700000
250.0,103.5,90000,425000
200.0,100.6,70000,520000
250.0,103.5,60000,500000
59.0,37.0,70000,80000
218.0,158.8,120000,400000
173.0,138.03,13534,1400000
190.0,73.94,80000,270000
24.0,110.0,120000,280000
248.0,108.45,56429,525000
114.0,84.0,30000,300000
190.0,74.0,70000,360000
72.0,53.3,15000,390000
190.24,73.97,80000,530000
20.4,102.0,217000,525000
190.0,74.0,56000,600000
91.0,67.0,20000,300000
290.0,120.0,95000,450000
245.0,204.0,35000,1200000
200.0,88.5,40000,550000
180.4,71.0,70000,480000
200.0,88.5,90150,919999
99.04,68.05,90000,275000
113.0,81.8,19000,570000
111.8,78.9,80000,150000
136.0,110.4,1452,711000
135.0,71.0,110000,200000
200.0,90.0,120000,300000
190.0,74.0,50000,500000
400.0,190.0,7500,5400000
430.0,177.0,45000,3200000
180.0,63.0,40000,450000
160.0,64.1,40000,280000
77.0,58.16,60000,420000
247.0,105.0,26235,900000
74.5,55.2,18945,260000
16.0,65.0,105000,229999
14.9,103.2,70000,229999
113.75,81.86,60000,480000
114.0,85.8,70000,400000
290.0,120.0,100000,420000
113.0,81.8,5000,675000
250.0,108.6,82080,860000
259.9,126.2,67000,1100000
104.0,75.0,60000,300000
113.75,81.86,20000,570000
430.0,177.0,9000,2625000
200.0,88.5,15000,930000
402.0,184.0,117000,800000
102.0,65.3,130000,60000
250.0,113.42,64000,650000
330.0,140.0,41988,750000
190.0,73.9,80600,347000
180.0,75.0,145000,340000
220.0,95.0,120000,350000
90.0,67.1,90000,33351
113.0,81.8,18484,620000
200.0,83.8,1000,450000
90.0,67.1,40000,300000
240.0,100.0,67000,660000
190.0,74.0,85000,350000
114.0,84.0,15000,426000
190.0,74.02,30000,780000
259.9,126.2,52600,535000
248.0,108.45,136000,600000
20.4,102.0,300000,229999
200.0,100.6,7200,1050000
259.9,126.2,48698,975000
110.0,73.75,60000,400000
260.0,112.0,50000,700000
190.0,74.0,15000,650000
259.9,126.2,77150,1050000
160.0,63.1,13770,210000
300.0,136.0,40000,1850000
330.0,140.0,100000,1000000
90.0,67.1,70000,65000
400.0,190.0,8500,5500000
48.0,35.0,35000,75000
190.0,74.0,150000,425000
320.0,138.1,120000,520000
114.7,81.83,147000,400000
160.0,70.0,63000,330000
190.0,74.0,120000,300000
250.0,108.62,40906,700000
209.0,91.72,96500,425000
213.0,157.7,68089,2000000
69.0,47.3,43381,200000
62.0,46.3,150000,85000
114.0,85.8,67000,420000
160.0,63.1,166000,229999
195.0,70.0,60000,500000
90.0,67.1,110000,110000
110.0,88.76,7032,779000
90.3,62.0,70000,165000
85.0,61.7,270000,220000
114.0,84.0,5000,500000
59.0,37.0,18000,50000
190.0,74.02,25000,675000
59.0,37.0,70000,55000
200.0,98.6,12997,550000
250.0,103.52,120000,370000
170.0,67.05,120000,300000
200.0,88.5,23712,925000
200.0,88.5,49000,760000
259.8,126.32,100000,450000
330.0,141.0,54000,550000
205.0,98.59,100000,650000
400.0,190.0,20000,3800000
400.0,190.0,7500,5400000
170.0,67.05,150000,632000
190.0,74.02,20000,650000
200.0,100.6,79328,750000
113.75,81.86,20000,500000
160.0,63.1,90000,138000
250.0,108.6,40000,900000
259.9,126.2,20694,1490000
259.8,126.32,70000,535000
114.0,83.81,2560,520000
320.0,138.03,60000,600000
320.0,147.51,60000,1500000
290.0,120.0,136500,375000
320.0,138.1,95500,466000
190.0,74.0,38817,740000
160.0,68.05,87237,225000
145.0,103.3,65000,220000
250.0,108.6,43001,560000
200.0,88.5,70000,800000
110.0,73.9,60000,270000
113.0,81.8,7300,650000
180.0,63.0,50000,850000
330.0,140.0,150000,720000
219.66,88.73,90000,625000
110.0,88.7,9700,836000
170.0,108.5,35000,775000
72.0,53.3,28000,320000
320.0,138.1,80000,1000000
200.0,100.6,80000,720000
114.0,85.8,120000,400000
290.0,120.0,148000,430000
330.0,140.0,40000,1300000
190.0,73.9,170000,250000
200.0,83.8,170000,425000
90.0,67.05,40000,300000
74.5,55.2,120000,180000
175.0,103.6,31000,550000
190.24,73.97,56290,450000
200.0,88.5,100000,770000
59.0,34.2,10000,200000
250.0,160.0,120000,300000
140.0,69.0,70000,310000
42.0,170.0,46000,2950000
250.0,113.4,5000,1900000
135.0,71.0,110000,135000
115.0,83.14,30000,500000
190.0,73.94,100000,380000
20.4,102.0,80000,626000
9.8,63.0,135000,130000
51.0,37.5,25000,72000
85.0,61.7,70000,325000
320.0,138.1,52517,790000
320.0,138.03,120000,325000
113.0,81.8,41779,795000
20.4,102.0,120000,451999
20.4,102.0,89600,590000
330.0,140.0,77000,1100000
135.0,69.0,120000,114999
200.0,88.76,65000,550000
320.0,140.0,25000,1380000
170.0,123.37,43011,550000
220.0,88.73,111000,700000
74.5,55.2,70000,190000
145.0,103.3,70000,250000
195.0,62.1,60000,400000
90.3,62.0,100000,114999
113.0,81.8,15000,750000
8.6,64.0,100000,100000
190.0,75.0,90000,140000
146.0,116.3,45241,495000
11.4,80.0,81000,200000
247.0,105.0,100000,600000
160.0,65.0,120000,380000
215.0,98.97,101,784000
190.0,74.0,41232,589000
259.8,126.32,35000,520000
115.0,83.1,40000,690000
101.0,73.0,100000,270000
115.0,83.1,52000,625000
108.0,79.4,60000,120000
360.0,171.5,20000,1800000
190.0,75.0,90000,260000
190.0,74.0,120000,320000
114.0,85.8,25000,350000
124.5,93.7,120000,160000
132.0,88.7,120000,300000
219.7,88.7,60000,957000
170.0,67.05,40000,550000
250.0,105.9,70000,535000
190.0,74.0,70000,380000
114.0,85.8,80000,231000
62.0,46.3,120000,70000
187.0,82.0,160000,170000
90.0,67.04,50000,350000
104.0,67.05,10000,500000
360.0,171.5,50000,2175000
59.0,37.0,10000,65000
160.0,68.0,194000,260000
205.0,98.59,135000,600000
200.0,100.6,200000,700000
190.0,74.0,35000,720000
230.0,80.8,20000,910000
115.0,83.1,35000,610000
62.0,46.3,80000,180000
110.0,88.76,7032,779000
200.0,88.5,5000,975000
330.0,141.0,120000,500000
115.0,83.1,45000,575000
146.0,118.0,120000,350000
90.0,67.04,30000,451999
219.7,88.73,44000,680000
240.0,100.0,210000,300000
200.0,100.6,79328,750000
175.0,108.6,5000,802000
160.0,67.0,64000,300000
240.0,100.0,50000,625000
350.0,150.0,2000,2475000
200.0,88.76,110000,400000
114.0,82.0,10510,520000
290.0,120.0,100875,600000
360.0,168.5,80000,1500000
96.1,62.1,70000,191000
250.0,108.6,40000,950000
200.0,88.8,35000,250999
170.0,67.04,120000,420000
219.7,88.7,40000,1100000
12.7,78.0,110000,185000
110.0,88.76,7032,779000
72.0,53.3,10000,290000
350.0,150.0,2000,2475000
205.0,98.96,2600,960000
109.0,86.7,15000,585000
240.0,100.0,40000,700000
72.0,53.3,40000,250000
114.7,81.83,17000,500000
190.0,74.0,72000,400000
115.0,83.1,20000,575000
160.0,64.1,215000,210000
200.0,83.8,65000,690000
113.0,81.8,69779,600000
69.0,47.3,25000,316000
90.0,67.04,140000,350000
146.0,116.4,110000,450000
215.0,152.0,70000,325000
20.4,102.0,135000,1150000
114.7,81.83,25000,475000
172.0,130.0,47000,250000
160.0,68.0,103994,320000
213.0,157.7,68089,2000000
200.0,88.8,80000,180000
90.0,66.1,30000,347000
215.0,98.96,158000,325000
101.0,73.0,45000,409999
59.0,37.0,76000,150000
180.0,63.0,120000,110000
109.0,86.8,97000,250000
380.0,174.33,58500,1300000
90.0,67.05,75000,285000
195.0,62.1,60000,515000
62.0,46.3,50000,110000
145.0,117.3,28000,860000
200.0,88.5,32600,819999
90.0,67.05,51000,221000
117.0,81.86,11240,800000
330.0,140.0,70000,750000
180.0,75.0,50000,199000
259.9,126.3,75000,525000
248.0,108.45,100000,345000
115.0,83.1,35000,650000
90.0,67.05,15000,325000
200.0,100.6,110000,905000
102.0,70.0,50000,180000
96.1,62.1,80000,140000
204.0,89.84,77000,610000
114.0,82.0,25000,400000
200.0,88.5,52289,750000
200.0,88.8,140000,220000
110.0,88.76,4500,700000
113.8,82.9,27500,380000
219.66,88.73,74000,580000
74.5,55.2,80000,250000
160.0,68.0,90000,190000
200.0,88.5,15000,990000
22.4,90.0,90000,330000
190.24,73.97,25000,470000
90.0,67.1,10000,400000
132.3,98.63,42000,700000
74.5,55.2,50000,215000
130.0,93.7,46100,599000
62.0,46.3,60000,180000
114.0,82.0,27000,595000
69.0,47.3,5000,195000
115.0,83.14,60000,459999
200.0,88.8,120000,250000
113.0,81.8,10000,615000
62.0,46.3,43826,90000
400.0,153.86,50000,1000000
190.0,74.0,125000,400000
145.0,117.3,55000,625000
190.0,74.0,107143,200000
260.0,108.5,14000,950000
259.9,126.3,80000,500000
91.0,67.0,1300,325000
205.0,98.96,112879,570000
6.1,35.0,35000,170000
195.0,62.1,70000,509999
140.0,70.0,158000,135000
220.0,95.0,100000,280000
180.4,71.0,35000,550000
74.5,55.2,40903,235000
200.0,100.6,128000,940000
112.0,86.8,45000,229999
114.7,81.83,40000,590000
190.0,73.94,100000,409999
420.7,194.3,125000,825000
380.0,174.33,118000,1400000
84.0,67.0,70000,120000
200.0,100.6,79328,750000
209.0,91.2,80000,200000
160.0,68.0,120000,135000
200.0,98.6,110000,650000
190.0,73.94,140000,290000
108.0,79.4,50000,180000
200.0,83.8,45000,421000
230.0,88.0,27000,681000
113.75,81.86,10000,600000
205.0,98.59,81150,585000
172.0,130.0,80000,150000
113.0,81.8,23700,470000
104.0,67.04,80000,300000
99.04,68.05,60000,375000
190.24,73.97,29000,520000
195.0,62.1,120000,500000
280.0,120.0,90000,800000
100.0,64.1,104000,362000
250.0,108.62,52000,560000
330.0,140.0,50000,1000000
99.04,68.05,80000,131000
260.0,108.5,8000,1025000
151.5,73.92,40000,150000
91.0,67.0,50000,300000
62.0,46.3,70000,95000
24.0,110.0,90000,195000
9.8,63.0,68000,150000
24.0,110.0,70000,400000
120.0,94.93,15000,620000
190.0,75.0,105000,250000
13.5,70.0,248200,80000
219.7,88.73,120000,525000
16.3,68.0,114321,180000
200.0,98.6,90000,600000
74.5,55.2,55766,150000
145.0,104.68,29173,175000
69.0,47.3,15000,310000
320.0,138.1,120000,200000
320.0,147.94,110000,503000
135.0,69.0,148000,135000
90.0,67.1,50000,229999
62.0,46.3,120000,85000
343.0,168.5,80000,1700000
62.0,46.3,120000,110000
160.0,65.0,22000,750000
117.0,81.86,5000,630000
320.0,147.94,78322,550000
111.7,78.9,120000,180000
202.0,214.56,20000,5150000
104.0,67.05,10000,450000
113.0,81.8,13800,625000
113.7,82.85,110000,320000
90.0,67.07,70000,222000
160.0,70.0,66000,490000
145.0,117.3,120000,595000
190.0,74.0,64672,770000
360.0,168.5,91000,1650000
135.0,71.0,80000,100000
320.0,138.1,58000,350000
101.0,73.0,15000,415000
259.9,126.2,2700,1950000
140.0,70.0,100000,250000
69.0,47.3,30000,229999
200.0,88.5,35000,875000
111.7,78.9,40000,240000
160.0,70.0,100000,350000
145.0,117.3,28000,860000
230.0,88.8,66000,540000
204.0,89.84,30000,600000
160.0,70.0,66000,490000
120.0,94.68,19100,700000
330.0,140.0,53600,711000
259.87,126.2,35000,850000
90.0,67.04,23600,365000
200.0,98.6,46000,1000000
200.0,75.0,50000,655000
305.0,123.7,78432,415000
240.0,108.5,90000,300000
160.0,67.0,100000,190000
90.0,67.04,50000,395000
190.0,74.0,46507,600000
69.0,47.3,30000,285000
138.0,103.25,22000,650000
430.0,177.0,45000,3200000
510.0,224.0,70000,4090000
290.0,120.0,120000,120000
260.0,112.0,100000,330000
230.0,88.7,50000,560000
180.0,63.0,110000,245000
209.0,91.72,100000,360000
135.0,69.01,68745,225000
250.0,103.6,65000,295000
320.0,147.94,162000,850000
90.0,67.1,44000,240000
90.0,67.04,30000,475000
14.9,103.2,100000,320000
190.0,73.9,58400,400000
111.7,78.9,60000,225000
190.0,74.0,80000,459999
200.0,88.5,70000,844999
180.0,63.0,190000,250000
190.0,74.0,65000,375000
90.0,67.1,40000,105000
114.0,82.0,25000,411000
90.3,62.0,110000,130000
190.0,74.0,50000,450000
99.04,68.05,30000,300000
108.5,82.4,15000,550000
620.0,254.79,37000,6000000
200.0,88.5,76000,725000
90.0,67.04,40000,475000
240.0,100.0,100000,725000
115.0,82.0,15000,509999
106.0,52.0,60000,122000
200.0,88.5,60000,890000
110.0,88.7,56494,550000
115.0,83.0,70000,250000
190.0,0.0,41232,589000
190.0,74.0,72000,400000
90.0,66.1,60000,300000
113.0,81.8,29000,525000
330.0,140.0,120000,1050000
240.0,100.0,120000,700000
259.8,126.32,120000,450000
380.0,184.0,50000,1800000
220.0,95.0,120000,250000
330.0,140.0,47000,900000
140.0,69.0,60000,400000
12.5,94.0,70000,150000
113.0,84.8,25000,245000
160.0,68.0,85568,185000
110.0,73.75,10000,640000
250.0,108.62,82000,650000
200.0,100.6,79328,750000
113.75,81.86,29000,434999
219.7,88.7,15000,1000000
59.0,34.2,70000,130000
145.0,117.3,45000,600000
8.5,53.5,90000,90000
142.5,56.3,55000,240000
250.0,83.8,63000,445000
90.0,66.1,40000,120000
200.0,100.6,101000,1000000
95.0,75.0,19000,565000
111.7,78.9,60000,190000
200.0,88.5,72000,685000
74.5,55.2,60000,170000
190.0,74.0,100000,511000
110.0,74.9,87293,130000
109.0,86.8,52442,325000
62.0,46.3,40000,90000
135.0,69.0,175000,200000
113.0,73.9,110000,290000
113.75,81.86,19890,550000
190.0,74.0,145000,350000
114.0,82.0,10000,470000
170.0,67.05,145000,570000
470.0,197.0,12000,3250000
110.0,73.9,80000,290000
200.0,98.6,44875,395000
330.0,140.0,90000,850000
85.0,61.7,7000,495000
380.0,174.33,58500,1300000
260.0,112.0,72000,380000
200.0,100.6,100000,500000
172.5,73.8,71014,325000
91.0,67.0,34000,300000
104.0,67.0,42000,150000
200.0,88.5,60000,700000
350.0,138.1,33000,1400000
10.4,66.6,60000,155000
114.0,85.8,50000,350000
259.8,126.32,80000,525000
215.0,99.0,100581,415000
142.5,56.3,53319,375000
99.04,68.05,10000,375000
190.0,75.0,66000,180000
115.0,82.0,29000,360000
90.0,67.04,17000,440000
90.0,67.05,40000,350000
59.0,34.2,11451,229999
6.0,37.5,100000,60000
78.0,60.0,100000,70000
20.4,102.0,250000,550000
111.7,78.9,110000,195000
195.0,62.1,110000,325000
14.9,103.2,108000,220000
200.0,88.5,36521,725000
190.0,74.0,70000,300000
190.0,74.0,296823,225000
153.0,103.5,11000,645000
400.0,190.0,8500,5500000
195.0,62.1,24000,800000
90.0,67.1,35000,200000
102.0,65.3,50000,85000
300.0,136.0,48000,2100000
113.75,81.86,13000,570000
420.0,174.5,50000,3200000
99.04,68.05,35925,310000
127.0,92.7,60000,130000
114.0,82.0,30000,520000
51.0,37.5,20778,95000
90.3,62.0,30000,145000
470.0,197.0,120000,2280000
200.0,88.5,50000,1000000
250.0,103.2,90000,411000
111.8,78.9,110000,250000
240.0,100.0,100000,730000
259.8,126.32,125000,600000
113.7,82.85,45000,335000
200.0,98.6,140000,350000
205.0,98.59,130000,500000
200.0,88.5,50000,980000
248.0,108.45,66569,550000
160.0,68.05,140000,300000
560.0,258.0,100000,1700000
200.0,100.6,79328,750000
69.0,47.3,15000,370000
71.0,53.0,46951,86000
146.0,116.3,120000,550000
69.0,47.3,40000,155000
220.0,95.0,70000,300000
113.0,81.8,68000,405000
190.0,74.0,110000,210000
120.0,94.93,1010,828999
200.0,98.6,82000,509999
74.5,55.2,65000,190000
72.0,53.3,10800,395000
250.0,103.6,65000,365000
99.04,68.05,35000,160000
114.7,81.83,16500,590000
580.0,241.4,105000,2700000
140.0,88.7,60000,520000
200.0,98.6,50000,725000
135.0,71.0,80000,248000
140.0,88.7,120000,250000
90.0,67.05,35008,221000
110.0,88.7,30000,819999
24.0,110.0,185000,245000
111.7,78.9,53000,275000
113.0,85.0,28000,490000
240.0,108.45,12000,1265000
190.24,73.97,56290,450000
200.0,83.8,1000,450000
74.5,55.2,60000,280000
400.0,190.0,20000,3800000
350.0,170.0,87500,1550000
200.0,88.76,160000,625000
218.0,93.7,85441,585000
190.0,74.0,80000,550000
204.0,90.0,120000,165000
160.0,64.1,120000,200000
190.0,74.02,70000,558000
114.7,81.83,5000,675000
160.0,68.0,70000,140000
135.0,69.01,42000,390000
90.0,67.04,9000,470000
114.0,83.83,3500,450000
62.0,46.3,120000,110000
190.0,74.0,40000,455000
380.0,156.0,110000,1075000
85.0,61.7,10000,450000
380.0,174.33,26000,2800000
160.0,68.0,125000,180000
114.73,81.86,50000,525000
215.0,98.97,35278,700000
90.0,67.1,110048,135000
114.73,81.86,52000,530000
200.0,75.0,110000,850000
90.0,67.05,60000,155000
48.0,35.0,15000,70000
114.0,85.8,88000,300000
327.0,147.9,135000,250000
259.8,126.32,72000,500000
151.5,73.92,90000,225000
195.0,70.0,120000,650000
69.0,47.3,5000,300000
230.0,100.0,50000,660000
69.0,47.3,50000,160000
250.0,105.9,80000,475000
84.0,67.0,70000,110000
200.0,98.6,100000,310000
135.0,69.0,80000,140000
12.5,94.0,95200,114999
200.0,83.8,75000,550000
205.0,87.2,83585,425000
59.0,34.2,50000,200000
110.0,88.7,56494,550000
225.0,93.87,90000,550000
200.0,83.8,50000,535000
59.0,37.0,70000,58000
91.0,67.0,20000,300000
200.0,88.8,105000,350000
114.0,82.0,40000,400000
90.3,62.0,67840,130000
90.0,67.05,120000,260000
90.3,62.0,60000,90000
113.75,81.86,6000,450000
113.0,81.8,69779,600000
69.0,47.3,35000,275000
190.0,73.9,120000,310000
90.3,62.0,100000,99000
114.0,85.8,80659,250000
190.25,73.97,80000,350000
200.0,100.0,215000,830000
145.0,104.68,60000,225000
90.3,60.2,70000,300000
190.0,74.02,35000,800000
59.0,37.0,100000,52000
259.87,126.2,60000,1200000
99.04,68.05,50000,229999
135.0,71.0,48000,152000
200.0,88.5,5000,750000
400.0,153.86,15000,1085000
110.0,88.7,7800,850000
62.0,46.3,70000,100000
135.4,70.0,120000,210000
180.0,75.0,110000,190000
160.0,63.12,90000,290000
140.0,88.7,70000,350000
205.0,98.59,90000,600000
135.4,70.0,120000,229999
72.0,53.3,51500,315000
170.0,108.5,50000,850000
500.0,204.0,81000,1451000
330.0,140.0,156000,800000
400.0,153.86,50000,1525000
69.0,47.3,30000,300000
360.0,168.5,47162,2600000
110.0,74.0,42000,455000
146.0,118.0,90000,250000
350.0,150.0,2000,2475000
190.0,74.0,160000,350000
200.0,83.8,80000,585000
400.0,190.0,20000,3800000
200.0,90.0,90000,190000
109.0,86.8,80000,355000
190.24,73.97,50000,550000
90.0,67.1,80000,240000
114.0,85.8,80000,300000
209.0,91.7,178000,190000
190.0,74.0,35000,675000
180.0,63.0,100000,484999
600.0,270.9,35000,3500000
135.4,70.0,125000,125000
160.0,68.0,140000,140000
96.1,62.1,70000,185000
190.0,75.0,152500,235000
190.0,73.9,120000,320000
260.0,112.0,100000,290000
150.0,57.6,96272,210000
59.0,37.0,120000,50000
320.0,138.1,80000,950000
190.0,74.02,120000,680000
69.0,47.3,97000,170000
200.0,110.0,22000,1000000
400.0,190.0,48000,1485000
200.0,88.8,148000,509999
91.0,67.0,31000,500000
111.8,78.9,60000,340000
190.0,74.0,120000,315000
57.0,32.8,90000,80000
259.8,126.32,29000,550000
259.8,126.32,80000,425000
190.0,74.0,38817,740000
180.0,73.9,120000,330000
15.0,102.0,80000,225000
153.0,103.2,15000,900000
190.0,73.9,120000,150000
150.0,57.6,60000,150000
110.0,85.0,110000,95000
153.0,103.5,11000,645000
170.0,108.5,15000,750000
220.0,95.0,100000,250000
72.0,53.3,25000,350000
114.0,82.0,50000,500000
135.4,70.0,100000,180000
20.4,102.0,264000,430000
259.9,126.2,63309,1150000
104.0,76.0,26000,500000
113.0,81.8,5621,650000
59.0,34.2,25000,254999
223.0,69.01,140000,400000
59.0,37.0,50000,80000
202.0,214.56,20000,5150000
277.5,115.0,120000,350000
90.0,67.1,43000,235000
111.8,78.9,98000,275000
103.0,80.0,9900,750000
113.0,81.8,5621,650000
20.4,102.0,334000,450000
74.5,55.2,40000,200000
90.0,67.1,60000,150000
190.0,75.0,100000,310000
110.0,88.7,40000,615000
115.0,83.1,5000,600000
90.0,67.04,40000,400000
260.0,108.5,25000,800000
200.0,98.6,97000,580000
114.7,81.83,2360457,550000
114.0,82.0,63063,465000
62.0,46.3,140300,150000
140.0,70.0,90000,130000
114.73,81.86,30000,650000
25.5,106.0,100000,250000
90.3,63.0,30000,200000
219.6,88.76,80000,300000
110.0,88.7,3100,750000
190.0,74.0,30000,484999
4.8,35.0,20000,120000
160.0,70.0,60000,370000
90.0,67.1,100000,60000
20.4,102.0,120000,500000
205.0,98.59,90000,610000
330.0,140.0,40000,650000
62.0,46.3,23000,56000
200.0,88.5,25000,880000
91.0,67.0,60000,220000
62.0,46.3,70000,95000
219.7,88.73,83000,475000
113.75,81.86,20000,450000
84.0,67.0,70000,120000
360.0,163.7,73000,950000
101.0,73.0,10000,409999
789.0,58.0,110000,80000
72.0,53.3,13120,390000
16.3,68.0,100000,120000
215.0,98.96,42494,760000
108.5,82.4,50000,350000
110.0,88.7,24265,675000
247.0,105.0,35000,780000
113.0,81.8,5621,650000
620.0,261.4,30000,5830000
112.0,86.8,10832,530000
62.0,46.3,60000,130000
109.0,86.7,15000,400000
470.0,197.0,126000,1800000
113.0,81.8,5000,630000
151.5,73.92,60000,240000
132.0,88.73,25538,625000
219.7,88.73,70000,465000
91.0,67.0,20000,395000
230.0,80.84,120000,850000
90.0,0.0,97500,204999
62.0,46.3,80000,85000
11.3,90.0,120000,135000
69.0,47.3,16584,300000
69.0,47.3,18000,310000
343.0,147.8,33000,1850000
146.0,118.0,47000,345000
96.1,62.1,70000,190000
400.0,170.0,6000,4600000
195.0,62.1,65000,650000
190.0,74.0,25000,640000
190.0,77.0,50000,400000
24.0,110.0,120000,120000
114.0,85.8,15000,335000
140.0,69.0,38000,381000
114.0,82.0,10510,520000
90.0,67.1,90000,65000
113.0,81.8,35000,300000
218.0,93.7,80000,750000
204.0,89.84,68609,515000
84.0,67.0,100000,110000
13.1,100.0,115000,190000
59.0,37.0,100000,50000
114.7,81.83,30000,700000
101.0,73.0,1,209000
74.5,55.2,44588,250000
248.0,108.5,120000,500000
190.0,74.0,38000,740000
200.0,83.8,90000,490000
62.0,46.3,42500,100000
74.5,55.2,58609,195000
20.4,102.0,260000,600000
72.0,53.64,46000,250000
200.0,100.6,300000,700000
290.0,120.0,145000,525000
400.0,175.56,181491,950000
69.0,47.3,35000,305000
173.0,138.1,90000,400000
113.0,81.8,10000,650000
153.0,103.5,11000,645000
11.4,80.0,47564,265000
280.0,120.0,95000,1250000
90.0,67.05,58343,225000
200.0,84.8,50000,325000
140.0,69.0,35000,400000
145.0,104.68,10000,350000
11.4,80.0,70000,220000
290.0,120.0,90000,550000
153.0,103.6,49000,375000
25.5,106.0,120000,190000
190.0,74.0,150000,409999
90.0,67.04,5800,450000
180.0,73.9,60300,300000
84.0,67.0,100000,100000
400.0,190.0,9422,4800000
104.0,75.0,36422,346000
110.0,88.7,56494,550000
51.0,38.0,45000,60000
210.0,66.0,155000,300000
190.0,74.0,140000,330000
190.0,74.0,60000,400000
62.0,46.3,90000,70000
12.0,85.0,62000,80000
140.0,88.7,25000,330000
360.0,152.87,59865,1051000
202.0,214.56,20000,5150000
69.0,47.3,15000,320000
