Present_Price,max_power,torque,engine,year,seller_type_encoded,fuel_encoded,transmission_encoded,km_driven,mileage,selling_price
,138.1,320.0,2179.0,2015,1,1,1,120000,14.0,500000.0
,46.3,62.0,796.0,2008,1,4,1,90000,19.7,70000.0
,105.0,247.0,2498.0,2013,1,1,1,25000,16.55,580000.0
,73.0,101.0,1196.0,2012,1,0,1,70000,15.1,160000.0
,81.86,113.75,1197.0,2018,1,4,1,6000,18.9,450000.0
,46.3,62.0,796.0,2010,1,4,1,36000,19.7,160000.0
,88.5,200.0,1248.0,2016,1,1,1,49000,24.52,760000.0
,55.2,74.5,814.0,2015,1,4,1,22000,21.1,300000.0
,,,,1998,1,3,1,35000,,50000.0
,62.1,195.0,2523.0,2019,1,1,1,24000,15.96,800000.0
,74.0,190.0,1248.0,2018,1,1,1,20000,26.59,680000.0
,,,,2009,1,3,1,50000,,85000.0
,,,,2016,1,1,1,70000,,1300000.0
,81.8,113.0,1197.0,2016,1,4,1,60000,22.0,500000.0
,167.6,350.0,1968.0,2015,1,1,0,35000,12.8,3500000.0
,94.0,12.5,1495.0,2008,1,4,1,60000,13.2,145000.0
,74.0,190.0,1248.0,2017,1,1,1,60000,25.2,600000.0
,85.8,114.0,1197.0,2015,1,4,1,70000,19.1,400000.0
,63.0,9.8,1086.0,2007,1,4,1,135000,17.8,130000.0
,37.0,59.0,796.0,2001,1,4,1,72539,16.1,45000.0
,83.1,115.0,1197.0,2017,1,4,1,25000,21.4,641000.0
,74.0,190.0,1248.0,2015,1,1,1,50000,26.59,650000.0
,98.97,215.0,1499.0,2020,0,1,1,101,23.8,784000.0
,,,,2020,0,4,1,101,,635000.0
,98.96,215.0,1498.0,2020,0,1,1,101,21.7,1000000.0
,62.1,96.1,1086.0,2013,1,4,1,30000,17.92,324000.0
,47.3,69.0,796.0,2018,1,4,1,35000,22.74,200000.0
,74.0,190.0,1248.0,2015,1,1,1,60000,26.59,320000.0
,55.2,74.5,814.0,2015,1,4,1,20500,21.1,300000.0
,,,,2013,1,1,1,200000,,180000.0
,102.0,20.4,2494.0,2008,1,1,1,154000,12.8,500000.0
,37.0,59.0,796.0,2009,1,4,1,50000,16.1,125000.0
,74.0,190.0,1248.0,2015,1,1,1,135000,26.59,800000.0
,120.0,290.0,2179.0,2009,1,1,1,100000,12.05,420000.0
,88.5,200.0,1248.0,2017,1,1,1,40000,24.3,875000.0
,74.0,190.0,1248.0,2014,1,1,1,70000,26.59,580000.0
,75.0,190.0,1248.0,2011,1,1,1,133000,17.8,350000.0
,94.0,12.5,1495.0,2004,1,4,1,110000,13.2,120000.0
,70.0,135.4,1405.0,2013,1,1,1,180000,19.4,150000.0
,86.7,109.0,1198.0,2014,1,4,0,15000,15.5,400000.0
,83.0,115.0,1341.0,2005,1,4,1,70000,15.3,250000.0
,62.1,96.1,1086.0,2008,1,4,1,41723,17.92,120000.0
,103.3,145.0,1586.0,2010,1,4,1,70000,15.5,250000.0
,67.1,90.0,998.0,2012,1,4,1,20000,20.92,175000.0
,83.8,200.0,1461.0,2013,0,1,1,1000,19.87,450000.0
,,,,2018,0,1,1,26350,,590000.0
,69.01,135.0,1405.0,2015,0,1,1,68745,19.09,225000.0
,140.0,330.0,2179.0,2016,1,1,1,47000,15.1,900000.0
,67.05,90.0,998.0,2017,0,4,0,27289,23.95,375000.0
,55.2,74.5,814.0,2016,0,4,1,24662,21.1,320000.0
,74.0,190.0,1248.0,2013,0,1,1,37000,26.59,525000.0
,,,,2014,0,1,1,28245,,650000.0
,73.97,190.24,1186.0,2017,0,1,1,27005,24.0,575000.0
,78.9,111.7,1197.0,2014,0,4,1,39227,20.36,355000.0
,,,,2016,0,1,1,31367,,470000.0
,67.05,90.0,998.0,2008,0,4,1,35008,21.79,221000.0
,62.1,96.1,1086.0,2009,0,4,1,27005,17.92,195000.0
,,,,2004,0,4,1,100005,,90000.0
,113.42,250.06,1493.0,2013,0,1,1,45264,25.0,580000.0
,73.0,101.0,1196.0,2014,0,4,1,39093,15.37,325000.0
,116.3,146.0,1497.0,2013,0,4,1,45241,16.8,495000.0
,67.0,91.0,999.0,2018,0,4,1,2769,22.5,375000.0
,70.0,135.4,1405.0,2011,0,1,1,43128,19.4,211000.0
,80.0,11.4,1197.0,2010,1,4,1,110000,17.0,270000.0
,46.3,62.0,796.0,2004,1,4,1,50000,19.7,70000.0
,,,,2010,1,4,1,60000,,225000.0
,120.0,290.0,2179.0,2014,1,1,1,70000,12.05,420000.0
,82.5,108.5,1199.0,2015,1,4,1,22255,18.2,280000.0
,82.85,113.7,1197.0,2013,1,4,1,59213,18.5,400000.0
,140.0,330.0,2179.0,2015,1,1,1,55000,15.1,850000.0
,90.0,204.0,1498.0,2011,1,1,1,80000,23.5,550000.0
,90.0,204.0,1498.0,2011,1,1,1,80000,23.5,550000.0
,93.7,218.0,2489.0,2014,1,1,1,170000,14.95,350000.0
,138.1,320.0,2179.0,2011,1,1,1,170000,11.57,350000.0
,130.0,172.0,1799.0,2007,1,4,1,70000,13.5,170000.0
,94.93,120.0,1194.0,2020,0,4,1,1010,19.4,828999.0
,,,,2020,0,4,1,1010,,1119000.0
,,,,2020,0,4,1,1111,,746000.0
,,,,2020,0,4,1,1010,,1030000.0
,98.59,205.0,1498.0,2020,0,1,1,1010,22.77,1334000.0
,,,,2020,0,4,1,1010,,811999.0
,,,,2020,0,1,1,1010,,1331000.0
,,,,2020,0,4,1,1010,,852000.0
,,,,2006,1,1,1,120000,,45000.0
,83.8,200.0,1461.0,2013,1,1,1,70000,20.46,430000.0
,70.0,13.5,1405.0,2011,1,1,1,60000,17.0,140000.0
,75.0,200.0,2523.0,2015,1,1,1,70000,15.4,830000.0
,120.0,290.0,2179.0,2009,1,1,1,110000,12.05,409999.0
,74.0,190.0,1248.0,2012,1,1,1,80000,22.9,190000.0
,,,,2007,1,4,1,80000,,200000.0
,63.0,180.0,2523.0,2019,1,1,1,50000,15.96,850000.0
,69.0,135.0,1396.0,2011,1,1,1,115000,19.09,95000.0
,67.07,90.0,998.0,2013,1,4,1,80000,19.705,213000.0
,,,,2018,1,1,1,25000,,660000.0
,75.0,104.0,1198.0,2017,0,4,1,48965,18.06,415000.0
,,,,2019,0,4,1,5166,,1100000.0
,140.0,330.0,2179.0,2012,0,1,1,76290,15.1,650000.0
,140.0,330.0,2179.0,2016,1,1,0,70000,16.0,969999.0
,140.0,330.0,2179.0,2016,1,1,1,35000,16.0,1250000.0
,74.02,190.0,1248.0,2017,1,1,0,25000,28.4,715000.0
,74.02,190.0,1248.0,2017,1,1,0,25000,28.4,715000.0
,74.0,190.0,1248.0,2016,0,1,1,47000,22.9,565000.0
,,,,2007,0,1,1,78771,,199000.0
,75.0,190.0,1248.0,2010,0,1,1,79357,17.8,325000.0
,68.0,160.0,1399.0,2012,1,1,1,28000,20.0,409999.0
,126.32,259.8,1582.0,2012,0,1,0,72000,19.08,500000.0
,68.0,160.0,1399.0,2011,0,1,1,76736,20.0,225000.0
,46.3,62.0,796.0,2007,1,4,1,70000,19.7,135000.0
,148.0,320.0,1995.0,2012,1,1,0,80000,13.73,750000.0
,57.5,7.8,1061.0,2009,1,3,1,60000,17.3,155000.0
,73.9,180.0,1199.0,2012,0,1,1,77000,22.07,335000.0
,,,,2005,0,1,1,92645,,114999.0
,,,,2007,0,1,1,101849,,699000.0
,63.0,180.0,2523.0,2004,1,1,1,120000,13.6,110000.0
,81.83,114.7,1197.0,2012,1,4,1,80000,18.6,300000.0
,,,,2014,1,1,1,70000,,700000.0
,88.5,200.0,1248.0,2017,1,1,1,120000,24.52,700000.0
,47.3,69.0,796.0,2013,1,4,1,42000,22.74,210000.0
,88.76,200.0,1248.0,2012,1,1,1,120000,20.77,600000.0
,62.0,90.3,995.0,2009,1,4,1,60000,18.0,70000.0
,88.7,219.7,1396.0,2018,1,1,1,70000,21.38,950000.0
,89.75,204.0,1498.0,2014,1,1,1,20000,25.01,800000.0
,140.0,330.0,2179.0,2012,1,1,1,120000,15.1,700000.0
,67.0,91.0,999.0,2016,1,4,1,40000,23.01,265000.0
,73.9,180.0,1199.0,2011,1,1,1,90000,22.07,175000.0
,100.6,200.0,2494.0,2013,1,1,1,80000,12.99,950000.0
,75.0,190.0,1248.0,2009,1,1,1,200000,17.8,250000.0
,120.0,280.0,2179.0,2015,1,1,1,50000,15.4,630000.0
,37.5,51.0,624.0,2012,1,4,1,35000,25.4,35000.0
,83.8,200.0,1461.0,2013,0,1,1,1000,19.87,450000.0
,,,,2018,0,1,0,10000,,3800000.0
,,,,2013,0,1,0,86000,,1580000.0
,,,,2019,0,1,0,30000,,4950000.0
,126.2,259.9,1582.0,2016,1,1,1,52600,19.67,535000.0
,103.3,145.0,1586.0,2012,1,4,1,110000,15.5,225000.0
,81.86,113.75,1197.0,2017,0,4,0,19890,18.9,550000.0
,81.8,113.0,1197.0,2016,2,4,1,7104,22.0,670000.0
,93.7,130.0,1373.0,2015,2,4,1,11918,16.02,625000.0
,82.0,114.0,1197.0,2017,0,4,0,10510,18.9,520000.0
,,,,2016,0,4,1,41000,,239000.0
,168.5,360.0,2982.0,2017,2,1,0,47162,12.55,2600000.0
,,,,2015,2,1,1,45974,,750000.0
,78.9,111.7,1197.0,2012,0,4,1,49824,20.36,229999.0
,174.33,380.0,1968.0,2013,0,1,0,58500,17.68,1300000.0
,,,,2005,0,4,1,56580,,80000.0
,108.5,250.0,1968.0,2012,0,1,1,52000,20.0,385000.0
,121.3,154.9,1591.0,2015,2,4,1,55340,17.01,760000.0
,74.0,190.0,1248.0,2017,2,1,1,46507,26.59,600000.0
,73.8,172.5,1248.0,2014,1,1,1,200000,18.2,330000.0
,46.3,62.0,796.0,2009,1,4,1,120000,19.7,150000.0
,70.0,13.5,1405.0,2008,1,1,1,90000,17.0,105000.0
,70.0,135.4,1405.0,2013,1,1,1,65000,19.4,185000.0
,75.0,197.0,1248.0,2014,1,1,1,50000,21.2,260000.0
,73.9,190.0,1248.0,2012,1,1,1,33000,19.3,450000.0
,81.8,113.0,1197.0,2016,1,4,1,38000,20.4,500000.0
,67.1,90.0,998.0,2012,1,4,1,40000,20.92,260000.0
,73.9,180.0,1199.0,2012,1,1,1,55000,22.07,265000.0
,153.86,400.0,2179.0,2016,1,1,1,80000,14.1,869999.0
,83.1,115.0,1197.0,2018,1,4,1,40000,21.4,690000.0
,,,,2011,1,1,1,120000,,825000.0
,,,,2006,1,1,1,120000,,300000.0
,67.1,90.0,998.0,2005,1,4,1,100000,18.9,100000.0
,88.73,219.7,1396.0,2015,1,1,1,77000,22.54,530000.0
,81.8,113.0,1197.0,2016,1,4,1,30000,20.4,360000.0
,,,,2015,1,4,1,40000,,220000.0
,47.3,69.0,796.0,2017,1,4,1,35000,22.74,178000.0
,,,,2018,1,1,1,5000,,515000.0
,85.8,114.0,1197.0,2014,1,4,1,35000,18.5,300000.0
,70.0,13.5,1405.0,2008,1,1,1,90000,17.0,105000.0
,70.0,135.4,1405.0,2013,1,1,1,65000,19.4,185000.0
,74.0,190.0,1248.0,2012,1,1,1,80000,22.3,150000.0
,75.0,197.0,1248.0,2014,1,1,1,50000,21.2,260000.0
,73.9,190.0,1248.0,2012,1,1,1,33000,19.3,450000.0
,81.8,113.0,1197.0,2016,1,4,1,38000,20.4,500000.0
,67.1,90.0,998.0,2012,1,4,1,40000,20.92,260000.0
,73.9,180.0,1199.0,2012,1,1,1,55000,22.07,265000.0
,108.5,170.0,1198.0,2017,1,4,1,15000,17.0,750000.0
,105.0,247.0,2498.0,2017,1,1,1,26000,16.55,800000.0
,,,,2012,1,1,1,80000,,950000.0
,83.1,115.0,1197.0,2018,1,4,1,40000,21.4,690000.0
,37.0,59.0,796.0,2013,1,4,1,70000,16.1,170000.0
,46.3,62.0,796.0,2006,1,4,1,63230,19.7,160000.0
,,,,2006,1,1,1,120000,,300000.0
,67.0,104.0,1198.0,2015,1,4,1,45000,20.62,315000.0
,37.0,59.0,796.0,2006,1,4,1,40000,16.1,90000.0
,67.1,90.0,998.0,2005,1,4,1,100000,18.9,100000.0
,65.3,102.0,1193.0,2008,1,4,1,110000,15.3,65000.0
,88.5,200.0,1248.0,2018,1,1,1,25000,24.3,700000.0
,,,,2005,1,4,1,47000,,150000.0
,108.5,240.0,1461.0,2013,1,1,1,60000,20.4,450000.0
,,,,2010,1,1,1,120000,,229999.0
,75.0,190.0,1248.0,2008,1,1,1,120000,17.8,111000.0
,73.9,190.0,1248.0,2012,1,1,1,140000,19.3,250000.0
,98.97,215.0,1499.0,2019,0,1,1,1001,23.8,750000.0
,110.4,136.0,1499.0,2017,0,4,0,1758,17.01,774000.0
,110.4,136.0,1499.0,2018,0,4,0,1452,17.01,711000.0
,99.0,215.0,1498.0,2017,0,1,1,35122,25.83,600000.0
,74.0,190.0,1248.0,2015,0,1,1,92621,26.59,455000.0
,67.0,104.0,1198.0,2015,0,4,1,92198,19.83,225000.0
,74.0,190.0,1248.0,2019,1,1,1,5000,26.59,650000.0
,126.2,259.9,1582.0,2016,1,1,0,74000,17.01,875000.0
,,,,2017,1,1,0,40000,,750000.0
,74.02,190.0,1248.0,2019,1,1,0,22000,28.4,725000.0
,46.3,62.0,796.0,2007,1,4,1,100000,19.7,100000.0
,153.86,400.0,2179.0,2019,1,1,1,40000,17.6,1100000.0
,197.0,470.0,3198.0,2017,1,1,0,30000,10.91,2700000.0
,53.3,72.0,799.0,2016,1,4,1,23000,25.17,280000.0
,71.0,135.0,1405.0,2009,1,1,1,30000,17.0,150000.0
,90.0,116.0,1368.0,2010,1,4,1,50000,15.0,200000.0
,73.92,151.5,1248.0,2010,1,1,1,100000,22.15,148000.0
,85.8,114.0,1298.0,2011,1,4,1,70000,17.5,254999.0
,83.14,115.0,1197.0,2013,1,4,1,60000,20.85,360000.0
,53.3,72.0,799.0,2019,1,4,1,15000,25.17,300000.0
,121.3,151.0,1591.0,2018,1,4,1,40000,17.0,800000.0
,60.0,78.0,993.0,2000,1,4,1,50000,17.3,60000.0
,67.0,96.0,1172.0,2010,1,4,1,50000,15.7,80000.0
,81.86,113.75,1197.0,2018,1,4,1,8000,20.14,500000.0
,55.2,74.5,814.0,2013,1,4,1,35000,21.1,250000.0
,138.1,320.0,2179.0,2010,1,1,1,80000,11.57,250000.0
,67.1,90.0,998.0,2005,1,4,1,50000,18.9,125000.0
,,,,2002,1,4,1,80000,,100000.0
,115.0,277.5,2179.0,2010,1,1,1,90000,13.5,480000.0
,66.1,90.0,998.0,2010,1,4,1,70000,19.0,130000.0
,,,,2006,1,1,1,80000,,57000.0
,,,,2005,1,4,1,60000,,75000.0
,37.0,59.0,796.0,2003,1,4,1,35000,16.1,60000.0
,46.3,62.0,796.0,2008,1,4,1,70000,19.7,125000.0
,,,,2004,1,4,1,100000,,105000.0
,57.5,7.8,1061.0,2008,1,3,1,152000,17.3,125000.0
,60.0,78.0,993.0,1998,1,4,1,70000,17.3,69000.0
,70.0,13.5,1405.0,2012,1,1,1,90000,17.0,130000.0
,83.1,115.0,1197.0,2019,1,4,1,40000,21.4,630000.0
,86.7,109.0,1198.0,2016,1,4,1,50000,17.8,330000.0
,67.04,90.0,998.0,2014,1,4,1,15000,20.51,340000.0
,,,,2006,1,4,1,120000,,60000.0
,147.94,320.0,2179.0,2014,1,1,1,78322,14.1,550000.0
,88.76,200.0,1248.0,2014,1,1,1,110000,20.77,480000.0
,126.32,259.8,1582.0,2013,1,1,1,80000,22.32,315000.0
,90.0,204.0,1498.0,2012,1,1,1,120000,23.5,165000.0
,79.4,108.0,1199.0,2016,1,4,1,125000,18.6,170000.0
,,,,2018,1,4,1,13000,,465000.0
,,,,2012,1,1,1,80000,,120000.0
,103.2,14.9,1599.0,2008,1,4,1,54309,13.9,220000.0
,68.0,160.0,1399.0,2011,1,1,1,70000,20.0,180000.0
,,,,2006,1,4,1,34600,,150000.0
,88.7,140.0,1193.0,2016,1,4,1,25000,17.57,520000.0
,147.94,320.0,2179.0,2013,1,1,1,80000,14.1,430000.0
,63.0,180.0,2523.0,2009,1,1,1,55000,13.6,300000.0
,,,,2020,1,1,1,5000,,1000000.0
,98.6,200.0,1498.0,2017,1,1,1,30000,25.5,725000.0
,,,,2011,1,1,1,31000,,500000.0
,67.07,90.0,998.0,2011,1,4,1,50000,19.705,250000.0
,74.0,190.0,1248.0,2018,1,1,1,38217,26.59,700000.0
,70.0,102.0,1196.0,2011,1,4,1,50000,15.6,185000.0
,73.92,151.5,1248.0,2011,1,1,1,120000,22.15,200000.0
,63.0,180.0,2523.0,2004,1,1,1,110000,13.6,315000.0
,153.86,400.0,2179.0,2019,1,1,1,40000,17.6,1100000.0
,,,,2001,1,4,1,50000,,52000.0
,81.86,114.73,1197.0,2017,1,4,1,10000,17.19,600000.0
,83.8,200.0,1461.0,2015,1,1,1,100000,20.45,451000.0
,82.0,115.0,1198.0,2016,1,4,1,60000,18.15,370000.0
,197.0,470.0,3198.0,2017,1,1,0,30000,10.91,2700000.0
,53.3,72.0,799.0,2016,1,4,1,23000,25.17,280000.0
,67.04,90.0,998.0,2017,1,4,1,30000,20.51,350000.0
,78.9,111.8,1197.0,2011,1,4,1,50000,20.36,250000.0
,47.3,69.0,796.0,2014,1,4,1,25000,22.74,204999.0
,81.8,113.0,1197.0,2019,1,4,1,15000,20.89,500000.0
,71.0,135.0,1405.0,2009,1,1,1,30000,17.0,150000.0
,62.0,90.3,995.0,2010,1,4,1,45000,18.0,175000.0
,62.0,90.3,995.0,2009,1,4,1,44800,18.0,170000.0
,90.0,116.0,1368.0,2010,1,4,1,50000,15.0,200000.0
,88.7,219.7,1396.0,2018,1,1,1,52000,22.1,800000.0
,153.86,400.0,2179.0,2017,1,1,0,50000,17.6,1200000.0
,138.0,173.0,1798.0,2008,1,4,1,35000,14.53,400000.0
,73.92,151.5,1248.0,2010,1,1,1,100000,22.15,148000.0
,88.8,200.0,1248.0,2014,1,1,1,100000,21.02,200000.0
,74.0,190.0,1248.0,2016,1,1,1,40000,26.59,284000.0
,67.0,84.0,1061.0,2007,1,4,1,60000,18.9,80000.0
,,,,2014,1,4,1,77000,,170000.0
,93.7,124.6,1495.0,2011,1,4,1,60000,16.36,150000.0
,88.8,116.0,1368.0,2010,1,4,1,77073,13.7,110000.0
,99.0,215.0,1498.0,2016,1,1,1,70000,25.83,400000.0
,68.05,99.04,1086.0,2013,1,3,1,90000,19.2,275000.0
,100.6,200.0,2494.0,2013,1,1,1,186000,12.99,800000.0
,115.0,277.5,2179.0,2014,1,1,1,90000,13.5,550000.0
,46.3,62.0,796.0,2007,1,4,1,100000,19.7,125000.0
,79.4,108.0,1199.0,2010,1,4,1,80000,18.6,135000.0
,120.0,290.0,2179.0,2012,1,1,1,150000,12.05,349000.0
,74.0,190.0,1248.0,2014,1,1,1,80000,25.2,458000.0
,67.05,90.0,998.0,2018,1,4,1,35000,23.95,300000.0
,46.3,62.0,796.0,2008,1,4,1,70000,19.7,95000.0
,,,,2018,1,1,1,50000,,850000.0
,98.97,215.0,1499.0,2019,1,1,1,25000,23.8,750000.0
,68.1,160.0,1399.0,2013,1,1,1,120000,20.0,190000.0
,67.0,84.0,1061.0,2009,1,4,1,70000,18.9,150000.0
,94.0,12.5,1495.0,2009,1,4,1,106000,13.2,114999.0
,,,,2010,1,4,1,120000,,320000.0
,40.3,60.0,796.0,2019,1,0,1,120000,33.44,300000.0
,85.8,114.0,1197.0,2016,1,4,1,160000,18.5,275000.0
,,,,2010,1,4,1,120000,,140000.0
,,,,2020,1,4,1,10000,,830000.0
,,,,2013,1,4,1,50000,,380000.0
,,,,2010,1,4,1,90000,,150000.0
,62.0,90.3,995.0,2008,1,4,1,70000,18.0,50000.0
,63.0,180.0,2523.0,2008,1,1,1,100000,13.6,155000.0
,63.0,180.0,2523.0,2008,1,1,1,100000,13.6,155000.0
,,,,2010,1,4,1,80000,,300000.0
,47.3,69.0,796.0,2018,0,4,1,16584,22.74,300000.0
,,,,2016,0,1,1,38000,,385000.0
,67.05,90.0,998.0,2010,0,4,1,51000,21.79,221000.0
,69.0,140.0,1047.0,2016,0,1,1,38000,27.28,381000.0
,47.3,69.0,796.0,2015,0,4,1,35000,22.74,250999.0
,,,,2002,1,4,1,120000,,60000.0
,69.0,140.0,1047.0,2016,0,1,1,38000,27.28,380000.0
,,,,2008,1,1,1,144000,,180000.0
,88.5,200.0,1248.0,2017,0,1,1,64000,26.21,751000.0
,140.0,330.0,2179.0,2015,0,1,0,60000,16.0,1250000.0
,68.05,94.14,998.0,2014,0,4,1,65000,20.3,229999.0
,147.94,320.0,2179.0,2019,1,1,1,24000,14.1,1250000.0
,,,,2014,0,1,1,58000,,780000.0
,47.3,69.0,796.0,2016,0,4,1,68000,22.74,245000.0
,90.0,22.4,1396.0,2011,0,1,1,81257,23.0,321000.0
,73.9,180.0,1199.0,2013,0,1,1,75000,22.07,400000.0
,81.8,113.0,1197.0,2013,1,4,1,90000,21.21,370000.0
,110.0,24.0,1493.0,2007,1,1,1,80000,18.1,175000.0
,,,,1998,1,4,0,35000,,1000000.0
,138.03,320.0,2179.0,2014,1,1,1,90000,13.49,291000.0
,47.3,69.0,796.0,2013,1,4,1,25000,22.74,92800.0
,126.32,259.8,1582.0,2013,1,1,1,110000,22.32,335000.0
,35.0,6.1,796.0,2013,1,4,1,35000,14.0,170000.0
,47.3,69.0,796.0,2019,1,4,1,10000,22.74,295000.0
,53.3,72.0,799.0,2019,1,4,1,10000,25.17,375000.0
,55.2,74.5,814.0,2012,1,4,1,70000,21.1,215000.0
,68.0,16.3,1399.0,2009,1,1,1,110000,17.8,150000.0
,46.3,62.0,796.0,2003,1,4,1,5000,19.7,60000.0
,46.3,62.0,796.0,2006,1,4,1,120000,19.7,52000.0
,32.8,57.0,796.0,2009,1,3,1,90000,10.9,80000.0
,46.3,62.0,796.0,2012,1,4,1,70000,19.7,140000.0
,,,,2008,1,4,1,90000,,120000.0
,67.0,160.0,1399.0,2006,1,1,1,120000,17.8,110000.0
,67.05,170.0,1364.0,2016,1,1,1,50000,23.59,450000.0
,152.87,360.0,2179.0,2018,1,1,1,58000,15.1,1150000.0
,74.0,190.0,1248.0,2018,1,1,1,15000,27.39,650000.0
,,,,2015,1,4,1,60000,,300000.0
,37.5,51.0,624.0,2015,1,4,1,57000,25.4,73000.0
,74.0,190.0,1248.0,2015,1,1,1,87000,25.2,400000.0
,67.0,91.0,999.0,2017,1,4,1,70000,23.01,300000.0
,67.1,90.0,998.0,2012,1,4,0,30000,18.9,300000.0
,62.1,96.1,1086.0,2009,1,4,1,100000,17.92,200000.0
,81.8,113.0,1197.0,2019,1,4,1,40000,21.21,580000.0
,81.86,113.75,1197.0,2017,1,4,1,3917,18.9,550000.0
,120.0,290.0,2179.0,2007,1,1,1,160000,10.5,190000.0
,69.0,140.0,1047.0,2017,1,1,1,35000,27.28,450000.0
,62.0,90.3,995.0,2014,1,4,1,70000,18.0,220000.0
,81.86,117.0,1197.0,2019,1,4,1,13500,18.6,650000.0
,67.04,90.0,998.0,2014,0,4,1,59059,20.51,300000.0
,93.7,124.6,1495.0,2013,1,4,1,70000,16.36,200000.0
,86.8,109.0,1198.0,2012,0,4,1,39039,19.4,285000.0
,86.8,109.0,1198.0,2014,0,4,1,33033,19.4,335000.0
,103.2,14.9,1599.0,2011,1,4,1,55168,16.2,370000.0
,80.0,11.4,1197.0,2013,0,4,1,41041,17.0,375000.0
,78.9,111.7,1197.0,2009,0,4,1,67067,20.36,235000.0
,78.9,111.8,1197.0,2013,0,4,0,66066,16.95,345000.0
,100.0,240.0,1493.0,2013,0,1,1,82082,17.21,365000.0
,82.0,114.0,1197.0,2014,1,4,1,48000,18.9,400000.0
,55.2,74.5,814.0,2015,1,4,1,30000,21.1,250000.0
,126.32,259.8,1582.0,2012,0,1,0,70070,19.08,465000.0
,53.3,72.0,799.0,2017,1,4,1,10000,25.17,300000.0
,,,,2018,1,4,1,25000,,655000.0
,58.16,77.0,998.0,2016,1,0,1,30000,26.6,350000.0
,78.9,111.8,1197.0,2015,0,4,0,50000,16.95,500000.0
,82.0,114.0,1197.0,2015,0,4,0,63063,18.9,465000.0
,75.0,190.0,1248.0,2008,1,1,1,70000,17.8,263000.0
,34.2,59.0,796.0,2012,1,4,1,90000,16.8,250000.0
,,,,1999,1,4,1,90000,,60000.0
,83.0,115.0,1341.0,2005,1,4,1,90000,15.3,70000.0
,82.5,108.5,1199.0,2016,1,4,1,30000,18.2,250000.0
,55.2,74.5,814.0,2016,1,4,1,80000,21.1,229999.0
,123.7,305.0,1991.0,2011,1,1,1,120000,16.52,195000.0
,53.64,72.0,799.0,2016,1,4,1,22000,22.7,270000.0
,98.6,200.0,1498.0,2017,1,1,1,140000,25.5,650000.0
,88.73,219.7,1396.0,2014,1,1,1,80000,22.54,370000.0
,74.0,190.0,1248.0,2016,1,1,1,40000,25.2,509999.0
,67.1,90.0,998.0,2011,1,4,1,33000,19.0,280000.0
,66.1,90.0,998.0,2010,1,4,1,40000,19.0,180000.0
,62.1,195.0,2523.0,2013,1,1,1,107000,15.96,400000.0
,78.9,111.8,1197.0,2010,1,4,1,60000,20.36,210000.0
,,,,2006,1,4,1,120000,,90000.0
,67.07,90.0,998.0,2010,1,4,1,70000,19.705,222000.0
,47.3,69.0,796.0,2015,1,4,1,50000,22.74,240000.0
,67.06,170.0,1364.0,2013,1,1,1,70000,23.59,450000.0
,120.69,149.0,1496.0,2017,1,4,1,6000,15.9,650000.0
,113.42,250.06,1493.0,2010,0,1,1,78000,25.0,200000.0
,113.42,250.06,1493.0,2011,0,1,1,72000,25.0,210000.0
,100.6,200.0,2494.0,2011,0,1,1,135200,12.99,450000.0
,80.0,11.4,1197.0,2011,0,4,1,58000,17.0,220000.0
,88.76,219.6,1396.0,2013,0,1,1,78000,21.9,325000.0
,,,,2018,1,4,1,45000,,450000.0
,98.96,205.0,1498.0,2017,1,1,1,35000,23.0,825000.0
,94.0,12.5,1495.0,2007,0,4,1,76000,13.2,125000.0
,95.0,220.0,2489.0,2015,1,1,1,100000,14.0,434999.0
,120.0,290.0,2179.0,2011,1,1,1,99000,12.05,484999.0
,73.92,151.5,1248.0,2009,1,1,1,80000,22.15,175000.0
,130.0,172.0,1799.0,2006,1,4,1,120000,13.5,220000.0
,117.3,145.0,1497.0,2020,0,4,1,1100,15.4,1250000.0
,34.2,59.0,796.0,2017,0,4,1,34000,16.8,215000.0
,140.0,330.0,2179.0,2014,0,1,1,68000,15.1,625000.0
,98.96,205.0,1498.0,2018,1,1,1,15000,23.0,615000.0
,,,,2012,0,1,1,58000,,130000.0
,69.0,140.0,1396.0,2013,1,1,1,50300,23.03,175000.0
,70.0,140.0,1396.0,2011,1,1,1,70000,23.57,150000.0
,70.0,135.4,1405.0,2011,1,1,1,60000,19.4,195000.0
,93.87,225.0,1498.0,2020,1,1,1,90000,24.2,550000.0
,,,,2010,1,4,1,80000,,400000.0
,,,,2019,1,1,1,15000,,1350000.0
,,,,2015,1,4,1,45000,,217000.0
,74.0,190.0,1248.0,2011,1,1,1,130000,25.2,290000.0
,70.0,195.0,1493.0,2018,1,1,1,80000,16.5,700000.0
,47.3,69.0,796.0,2014,1,4,1,40000,22.74,175000.0
,108.495,250.0,1498.0,2017,1,1,1,80000,22.0,575000.0
,73.94,190.0,1248.0,2016,1,1,1,100000,23.2,380000.0
,112.0,260.0,2498.0,2013,1,1,1,151624,14.0,350000.0
,83.8,200.0,1461.0,2012,1,1,1,160000,20.46,450000.0
,,,,2005,1,0,1,110000,,130000.0
,74.0,190.0,1248.0,2015,1,1,1,74820,25.2,320000.0
,140.0,330.0,2179.0,2014,1,1,1,82000,15.1,550000.0
,67.04,90.0,998.0,2015,1,4,1,50000,20.51,370000.0
