name,year,selling_price,seats,owner,transmission,torque,Present_Price,km_driven,seller_type,mileage,engine,max_power,fuel,name_encoded,seller_type_encoded,transmission_encoded,fuel_encoded
Hyundai i20 1.2 Asta,2018,700000.0,5.0,First Owner,Manual,114.7,,10000,Individual,18.6,1197.0,81.83,Petrol,919,1,1,4
Ford Figo Petrol EXI,2014,350000.0,5.0,1,Manual,102.0,,90000,Individual,15.6,1196.0,70.0,Petrol,396,1,1,4
Maruti SX4 VDI,2011,320000.0,5.0,First Owner,Manual,200.0,,100000,Individual,21.5,1248.0,88.8,Diesel,1563,1,1,1
Honda Amaze S i-DTEC,2016,475000.0,5.0,First Owner,Manual,200.0,,90000,Individual,25.8,1498.0,98.6,Diesel,468,1,1,1
Tata Manza Aura (ABS) Quadrajet BS IV,2011,220000.0,5.0,1,Manual,200.0,,140000,Individual,21.12,1248.0,88.8,Diesel,2123,1,1,1
Nissan Micra Diesel XV Premium,2013,210000.0,5.0,First Owner,Manual,160.0,,13770,Individual,23.08,1461.0,63.1,Diesel,1828,1,1,1
Ford Ikon 1.3 Flair,2005,61000.0,5.0,1,Manual,10.7,,4637,Individual,13.8,1299.0,70.0,Petrol,420,1,1,4
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000.0,5.0,1,Automatic,320.0,,100000,Individual,17.2,1968.0,138.1,Diesel,1996,1,0,1
Chevrolet Beat Diesel LT,2012,150000.0,5.0,First Owner,Manual,150.0,,60000,Individual,25.44,936.0,57.6,Diesel,105,1,1,1
Tata Indica Vista Quadrajet LX,2011,133000.0,,First Owner,Manual,,,80000,Individual,,,,Diesel,2073,1,1,1
Chevrolet Cruze LTZ AT,2015,650000.0,5.0,First Owner,Automatic,360.0,,50000,Individual,14.81,1998.0,163.7,Diesel,119,1,0,1
Nissan Micra XL,2014,210000.0,5.0,1,Manual,104.0,,40000,Individual,18.06,1198.0,75.0,Petrol,1830,1,1,4
Chevrolet Beat Diesel LS,2013,130000.0,5.0,1,Manual,150.0,,93900,Individual,25.44,936.0,57.6,Diesel,104,1,1,1
Maruti 800 AC,2007,60000.0,4.0,First Owner,Manual,59.0,,70000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000.0,7.0,2,Manual,290.0,,120000,Individual,10.5,2179.0,120.0,Diesel,1155,1,1,1
BMW 5 Series 520d Luxury Line,2017,2900000.0,5.0,First Owner,Automatic,400.0,,40000,Individual,18.12,1995.0,190.0,Diesel,54,1,0,1
Hyundai Accent CRDi,2005,100000.0,5.0,1,Manual,187.0,,120000,Individual,13.1,1493.0,82.0,Diesel,620,1,1,1
Maruti Zen VXi - BS III,2004,79000.0,,First Owner,Manual,,,80000,Individual,,,,Petrol,1758,1,1,4
Chevrolet Beat Diesel LS,2012,120000.0,5.0,First Owner,Manual,150.0,,110000,Individual,25.44,936.0,57.6,Diesel,104,1,1,1
Maruti Zen LXi - BS III,2005,125000.0,5.0,First Owner,Manual,78.0,,34000,Dealer,17.3,993.0,60.0,Petrol,1753,0,1,4
Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000.0,8.0,First Owner,Manual,172.5,,20000,Dealer,18.2,1248.0,73.74,Diesel,121,0,1,1
Maruti Wagon R LXI,2001,70000.0,5.0,1,Manual,90.0,,117000,Individual,21.79,998.0,67.05,Petrol,1700,1,1,4
Maruti Swift VXI,2020,619000.0,5.0,First Owner,Manual,113.0,,1500,Individual,21.21,1197.0,81.8,Petrol,1651,1,1,4
Nissan Micra XL,2017,415000.0,5.0,First Owner,Manual,104.0,,48965,Dealer,18.06,1198.0,75.0,Petrol,1830,0,1,4
Hyundai EON Era Plus Option,2014,265000.0,,First Owner,Manual,,,55000,Dealer,,,,Petrol,666,0,1,4
Tata Indica GLS BS IV,2008,70000.0,5.0,First Owner,Manual,102.0,,60000,Individual,15.3,1193.0,65.3,Petrol,2027,1,1,4
Chevrolet Sail Hatchback 1.3 TCDi,2015,281000.0,,First Owner,Manual,,,40000,Individual,,,,Diesel,146,1,1,1
Tata Indigo Grand Dicor,2013,211000.0,5.0,First Owner,Manual,140.0,,80000,Individual,23.57,1396.0,70.0,Diesel,2103,1,1,1
Hyundai Elite i20 Petrol Magna Exective,2018,550000.0,5.0,First Owner,Manual,114.73,,11000,Individual,18.6,1197.0,81.86,Petrol,697,1,1,4
Chevrolet Enjoy TCDi LT 8 Seater,2014,350000.0,,First Owner,Manual,,,110000,Individual,,,,Diesel,129,1,1,1
Maruti Wagon R VXI AMT,2017,420000.0,,First Owner,Automatic,,,19890,Dealer,,,,Petrol,1717,0,0,4
Maruti Celerio VXI,2016,399000.0,5.0,First Owner,Manual,90.0,,20194,Dealer,23.1,998.0,67.04,Petrol,1395,0,1,4
Ford Figo Trend,2016,440000.0,,First Owner,Manual,,,34982,Dealer,,,,Petrol,404,0,1,4
Hyundai EON Magna,2012,250000.0,,First Owner,Manual,,,44588,Dealer,,,,Petrol,670,0,1,4
Ford Ecosport 1.5 Diesel Titanium,2016,650000.0,5.0,First Owner,Manual,215.0,,57904,Dealer,21.7,1498.0,98.96,Diesel,302,0,1,1
Maruti Alto K10 VXI,2015,270000.0,5.0,First Owner,Manual,90.0,,59258,Dealer,23.95,998.0,67.05,Petrol,1354,0,1,4
Ford Figo Trend,2016,390000.0,,First Owner,Manual,,,60826,Dealer,,,,Petrol,404,0,1,4
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,1600000.0,,First Owner,Automatic,,,40000,Individual,,,,Diesel,808,1,0,1
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,800000.0,5.0,First Owner,Manual,170.0,,10000,Individual,17.0,1198.0,108.5,Petrol,2176,1,1,4
Honda Amaze E i-Dtech,2013,320000.0,5.0,First Owner,Manual,200.0,,50000,Individual,25.8,1498.0,98.6,Diesel,454,1,1,1
Maruti Alto 800 LXI,2016,300000.0,5.0,First Owner,Manual,69.0,,25000,Individual,22.74,796.0,47.3,Petrol,1334,1,1,4
Hyundai i20 1.2 Asta Dual Tone,2018,740000.0,5.0,First Owner,Manual,114.7,,25000,Individual,18.6,1197.0,81.83,Petrol,920,1,1,4
Datsun RediGO SV 1.0,2019,350000.0,5.0,First Owner,Manual,91.0,,1300,Individual,22.5,999.0,67.0,Petrol,215,1,1,4
Maruti Swift Dzire AMT VDI,2018,675000.0,5.0,First Owner,Automatic,190.0,,50000,Individual,28.4,1248.0,74.02,Diesel,1592,1,0,1
Hyundai i10 Era 1.1 iTech SE,2011,300000.0,5.0,First Owner,Manual,99.04,,20000,Individual,19.81,1086.0,68.05,Petrol,903,1,1,4
Chevrolet Captiva 2.0L VCDi,2011,400000.0,,2,Manual,,,76000,Individual,,,,Diesel,113,1,1,1
Mahindra Scorpio VLX 2WD BSIV,2010,420000.0,8.0,2,Manual,290.0,,100000,Individual,12.05,2179.0,120.0,Diesel,1213,1,1,1
Tata New Safari 3L Dicor LX 4x2,2008,300000.0,7.0,First Owner,Manual,320.0,,120000,Individual,13.93,2956.0,138.1,Diesel,2156,1,1,1
Maruti Wagon R VXI Minor,2010,170000.0,5.0,First Owner,Manual,84.0,,70000,Individual,18.9,1061.0,67.0,Petrol,1724,1,1,4
Hyundai EON Era Plus,2014,210000.0,5.0,2,Manual,74.5,,70000,Individual,21.1,814.0,55.2,Petrol,665,1,1,4
Maruti Ertiga VDI,2015,600000.0,7.0,1,Manual,200.0,,60000,Individual,20.77,1248.0,88.76,Diesel,1473,1,1,1
Maruti Wagon R VXI BS IV,2014,260000.0,5.0,1,Manual,90.0,,38000,Individual,20.51,998.0,67.04,Petrol,1721,1,1,4
Tata Nano Twist XT,2015,82000.0,4.0,First Owner,Manual,51.0,,19000,Individual,25.4,624.0,37.5,Petrol,2152,1,1,4
Mahindra TUV 300 T8,2016,690000.0,7.0,First Owner,Manual,240.0,,75000,Individual,18.49,1493.0,100.0,Diesel,1229,1,1,1
Hyundai Grand i10 CRDi Asta,2015,300000.0,5.0,First Owner,Manual,160.0,,70000,Individual,24.0,1120.0,70.0,Diesel,730,1,1,1
Honda BRV i-DTEC V MT,2017,1250000.0,7.0,First Owner,Manual,200.0,,30000,Individual,21.9,1498.0,98.6,Diesel,489,1,1,1
Hyundai Verna CRDi 1.6 EX,2017,799000.0,5.0,First Owner,Manual,259.87,,31707,Individual,22.0,1582.0,126.2,Diesel,849,1,1,1
Toyota Fortuner 3.0 Diesel,2010,1000000.0,7.0,First Owner,Manual,343.0,,180000,Individual,11.5,2982.0,171.0,Diesel,2334,1,1,1
Maruti Alto 800 LXI,2014,190000.0,5.0,1,Manual,69.0,,90000,Individual,22.74,796.0,47.3,Petrol,1334,1,1,4
Mahindra Verito 1.5 D2 BSIII,2014,250000.0,5.0,First Owner,Manual,160.0,,30000,Individual,21.0,1461.0,64.1,Diesel,1243,1,1,1
Hyundai Verna 1.6 i ABS,2009,200000.0,,First Owner,Manual,,,60000,Individual,,,,Petrol,843,1,1,4
Mahindra Bolero DI,2005,300000.0,7.0,1,Manual,180.0,,90000,Individual,13.6,2523.0,63.0,Diesel,1059,1,1,1
Tata Zest Revotron 1.2T XMS,2015,250000.0,5.0,1,Manual,140.0,,120000,Individual,17.57,1193.0,88.7,Petrol,2272,1,1,4
Maruti 800 AC,2008,90000.0,4.0,2,Manual,59.0,,70000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Hyundai Santro LE zipPlus,2001,68000.0,,First Owner,Manual,,,70000,Individual,,,,Petrol,761,1,1,4
Hyundai Grand i10 1.2 Kappa Asta,2017,500000.0,5.0,First Owner,Manual,113.75,,26500,Individual,18.9,1197.0,81.86,Petrol,717,1,1,4
Hyundai Verna CRDi 1.6 SX,2017,900000.0,5.0,First Owner,Manual,259.87,,50000,Individual,22.0,1582.0,126.2,Diesel,850,1,1,1
Maruti Alto LX,2007,100000.0,5.0,1,Manual,62.0,,52000,Individual,19.7,796.0,46.3,Petrol,1359,1,1,4
Renault Duster 85PS Diesel RxL,2016,700000.0,5.0,First Owner,Manual,200.0,,160000,Individual,19.87,1461.0,83.8,Diesel,1872,1,1,1
Volvo XC60 D3 Kinetic,2012,1750000.0,,2,Automatic,,,115992,Dealer,,,,Diesel,2504,0,0,1
Maruti Wagon R VXI Optional,2017,290000.0,5.0,1,Manual,90.0,,110000,Individual,20.51,998.0,67.04,Petrol,1727,1,1,4
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000.0,7.0,1,Manual,200.0,,97000,Individual,12.99,2494.0,100.6,Diesel,2382,1,1,1
Tata Indigo LX Dicor,2008,70000.0,,2,Manual,,,100000,Individual,,,,Diesel,2109,1,1,1
Maruti Swift ZDi BSIV,2016,520000.0,,First Owner,Manual,,,41000,Individual,,,,Diesel,1666,1,1,1
Tata Indigo LS,2012,150000.0,5.0,First Owner,Manual,13.5,,90000,Individual,17.0,1405.0,70.0,Diesel,2105,1,1,1
Hyundai i10 Magna 1.1,2008,120000.0,,First Owner,Manual,,,90000,Individual,,,,Petrol,906,1,1,4
Hyundai i20 Asta Option 1.2,2016,600000.0,5.0,First Owner,Manual,114.7,,25000,Individual,18.6,1197.0,81.83,Petrol,969,1,1,4
Tata Xenon XT EX 4X4,2010,150000.0,5.0,1,Manual,320.0,,70000,Individual,13.49,2179.0,138.03,Diesel,2261,1,1,1
Volkswagen Vento Petrol Highline,2011,400000.0,5.0,First Owner,Manual,153.0,,60000,Individual,15.04,1598.0,103.6,Petrol,2494,1,1,4
Maruti Alto 800 LXI,2015,310000.0,5.0,1,Manual,69.0,,30000,Individual,22.74,796.0,47.3,Petrol,1334,1,1,4
Maruti Baleno Alpha 1.2,2015,550000.0,5.0,First Owner,Manual,115.0,,30000,Individual,21.4,1197.0,83.1,Petrol,1369,1,1,4
Hyundai i20 Asta Option 1.4 CRDi,2016,550000.0,5.0,First Owner,Manual,219.7,,60000,Individual,22.54,1396.0,88.73,Diesel,970,1,1,1
Hyundai Grand i10 CRDi Magna,2013,320000.0,5.0,First Owner,Manual,160.0,,73000,Individual,24.0,1120.0,70.0,Diesel,732,1,1,1
Maruti 800 AC BSII,1992,50000.0,4.0,3,Manual,59.0,,100000,Individual,16.1,796.0,37.0,Petrol,1309,1,1,4
Hyundai Grand i10 1.2 Kappa Asta,2018,500000.0,5.0,First Owner,Manual,113.75,,32000,Individual,18.9,1197.0,81.86,Petrol,717,1,1,4
Renault KWID RXT,2018,360000.0,5.0,First Owner,Manual,72.0,,26500,Individual,25.17,799.0,53.3,Petrol,1904,1,1,4
Maruti Vitara Brezza VDi Option,2017,700000.0,5.0,1,Manual,200.0,,50000,Individual,24.3,1248.0,88.5,Diesel,1678,1,1,1
Hyundai i20 1.4 Sportz,2017,655000.0,5.0,First Owner,Manual,219.7,,84000,Dealer,22.54,1396.0,88.73,Diesel,938,0,1,1
Maruti Vitara Brezza VDi Option,2017,700000.0,5.0,1,Manual,200.0,,50000,Individual,24.3,1248.0,88.5,Diesel,1678,1,1,1
Chevrolet Beat LT LPG,2011,200000.0,,First Owner,Manual,,,110000,Individual,,,,LPG,110,1,1,3
Renault Duster 85PS Diesel RxL Optional,2012,375000.0,5.0,First Owner,Manual,200.0,,150000,Individual,20.46,1461.0,83.8,Diesel,1875,1,1,1
Hyundai Verna 1.6 SX,2012,470000.0,5.0,First Owner,Manual,259.8,,109052,Dealer,22.32,1582.0,126.32,Diesel,829,0,1,1
Maruti Ciaz VDi,2015,550000.0,,First Owner,Manual,,,90658,Dealer,,,,Diesel,1431,0,1,1
Honda Amaze VX i-DTEC,2014,500000.0,5.0,1,Manual,200.0,,110000,Individual,25.8,1498.0,98.6,Diesel,481,1,1,1
Datsun GO T Option BSIV,2015,210000.0,5.0,First Owner,Manual,104.0,,25000,Individual,20.63,1198.0,67.0,Petrol,209,1,1,4
Maruti Eeco 7 Seater Standard BSIV,2018,270000.0,7.0,First Owner,Manual,101.0,,20000,Individual,15.37,1196.0,73.0,Petrol,1452,1,1,4
Skoda Superb 1.8 TFSI MT,2010,300000.0,,First Owner,Manual,,,80000,Individual,,,,Petrol,1992,1,1,4
Maruti Wagon R VXI Minor,2007,80000.0,5.0,2,Manual,84.0,,60000,Individual,18.9,1061.0,67.0,Petrol,1724,1,1,4
Mercedes-Benz E-Class E250 Edition E,2013,1451000.0,5.0,First Owner,Automatic,500.0,,81000,Dealer,15.0,2143.0,204.0,Diesel,1775,0,0,1
Tata Safari Storme VX Varicor 400,2018,1085000.0,7.0,First Owner,Manual,400.0,,15000,Individual,14.1,2179.0,153.86,Diesel,2191,1,1,1
Hyundai Verna SX AT Diesel,2009,245000.0,,First Owner,Automatic,,,75000,Dealer,,,,Diesel,857,0,0,1
Honda WR-V i-VTEC VX,2017,700000.0,5.0,1,Manual,110.0,,25552,Dealer,17.5,1199.0,88.7,Petrol,618,0,1,4
Hyundai EON Magna Plus,2018,300000.0,5.0,First Owner,Manual,74.5,,20000,Individual,21.1,814.0,55.2,Petrol,672,1,1,4
Hyundai Xcent 1.2 CRDi E,2017,350000.0,5.0,First Owner,Manual,190.25,,80000,Individual,25.4,1186.0,73.97,Diesel,880,1,1,1
Honda City S,2012,325000.0,5.0,First Owner,Manual,146.0,,40700,Individual,16.8,1497.0,116.4,Petrol,536,1,1,4
Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000.0,,First Owner,Automatic,,,65500,Dealer,,,,Diesel,1258,0,0,1
Tata Indigo GLE BSIII,2008,110000.0,,First Owner,Manual,,,42000,Dealer,,,,Petrol,2100,0,1,4
Honda City 1.5 V MT,2018,890000.0,5.0,First Owner,Manual,146.0,,8000,Dealer,17.0,1497.0,118.0,Petrol,527,0,1,4
Maruti Swift 1.3 LXI,2007,73000.0,,1,Manual,,,80000,Individual,,,,Petrol,1577,1,1,4
Chevrolet Beat PS,2014,170000.0,,First Owner,Manual,,,77000,Individual,,,,Petrol,112,1,1,4
Maruti Ciaz ZXi Plus,2016,750000.0,5.0,First Owner,Manual,130.0,,6000,Dealer,20.73,1373.0,91.1,Petrol,1442,0,1,4
Hyundai EON 1.0 Era Plus,2017,280000.0,5.0,First Owner,Manual,94.14,,28838,Individual,20.3,998.0,68.05,Petrol,657,1,1,4
Maruti Baleno Alpha 1.2,2018,690000.0,5.0,First Owner,Manual,115.0,,11174,Dealer,21.4,1197.0,83.1,Petrol,1369,0,1,4
Tata Indigo GLS,2008,130000.0,5.0,First Owner,Manual,12.0,,120000,Individual,12.8,1396.0,85.0,Petrol,2101,1,1,4
Maruti Swift 1.3 LXI,2007,73000.0,,1,Manual,,,80000,Individual,,,,Petrol,1577,1,1,4
Hyundai Santro Xing GLS,2007,85000.0,5.0,1,Manual,96.1,,85000,Individual,17.92,1086.0,62.1,Petrol,781,1,1,4
Hyundai Elantra 2.0 SX AT,2018,1575000.0,,First Owner,Automatic,,,10000,Individual,,,,Petrol,675,1,0,4
Nissan Sunny Diesel XV,2013,325000.0,5.0,First Owner,Manual,200.0,,105000,Individual,21.64,1461.0,84.8,Diesel,1836,1,1,1
Honda City 1.3 EXI,1998,85000.0,5.0,1,Manual,11.3,,120000,Individual,13.0,1343.0,90.0,Petrol,515,1,1,4
Hyundai Verna 1.6 CRDI SX Option,2018,860000.0,,1,Manual,,,30000,Dealer,,,,Diesel,822,0,1,1
Hyundai Elantra CRDi S,2013,650000.0,,First Owner,Manual,,,54000,Dealer,,,,Diesel,678,0,1,1
Chevrolet Sail LS ABS,2014,375000.0,,First Owner,Manual,,,40000,Individual,,,,Diesel,154,1,1,1
Hyundai Verna 1.6 SX CRDi (O),2013,525000.0,5.0,First Owner,Manual,259.8,,71000,Dealer,22.32,1582.0,126.32,Diesel,831,0,1,1
Maruti Eeco Smiles 5 Seater AC,2016,330000.0,5.0,First Owner,Manual,101.0,,72500,Dealer,15.1,1196.0,73.0,Petrol,1456,0,1,4
Maruti Eeco Smiles 5 Seater AC,2013,280000.0,5.0,First Owner,Manual,101.0,,76600,Dealer,15.1,1196.0,73.0,Petrol,1456,0,1,4
Maruti Swift ZXI,2014,470000.0,5.0,First Owner,Manual,114.0,,40000,Individual,18.6,1197.0,85.8,Petrol,1667,1,1,4
Volkswagen Polo Diesel Trendline 1.2L,2011,350000.0,5.0,First Owner,Manual,180.0,,110000,Individual,22.07,1199.0,73.9,Diesel,2464,1,1,1
Honda City 1.5 V Elegance,2012,480000.0,5.0,First Owner,Manual,146.0,,63000,Dealer,17.0,1497.0,118.0,Petrol,525,0,1,4
Hyundai Verna 1.6 CRDi SX,2016,620000.0,5.0,First Owner,Manual,259.9,,60000,Individual,23.9,1582.0,126.2,Diesel,828,1,1,1
Datsun GO T BSIV,2014,250000.0,5.0,First Owner,Manual,104.0,,58000,Individual,20.63,1198.0,67.0,Petrol,207,1,1,4
Chevrolet Spark 1.0,2010,78692.0,5.0,1,Manual,90.3,,80000,Individual,18.0,995.0,62.0,Petrol,156,1,1,4
Hyundai i20 Magna Optional 1.4 CRDi,2012,350000.0,5.0,First Owner,Manual,219.7,,80000,Individual,21.9,1396.0,88.8,Diesel,982,1,1,1
Maruti Wagon R LX Minor,2013,250000.0,5.0,1,Manual,84.0,,70000,Individual,18.9,1061.0,67.0,Petrol,1699,1,1,4
Hyundai i20 1.2 Sportz,2011,260000.0,5.0,3,Manual,11.4,,97700,Individual,17.0,1197.0,80.0,Petrol,925,1,1,4
Honda Mobilio S i DTEC,2016,640000.0,7.0,1,Manual,200.0,,36000,Individual,24.2,1498.0,98.6,Diesel,610,1,1,1
Tata New Safari DICOR 2.2 EX 4x2,2008,220000.0,7.0,1,Manual,320.0,,90000,Individual,11.57,2179.0,138.1,Diesel,2160,1,1,1
Volkswagen Vento 1.5 TDI Highline,2015,465000.0,5.0,First Owner,Manual,250.0,,130000,Individual,21.305,1498.0,105.9,Diesel,2480,1,1,1
Maruti Swift Vdi BSIII,2010,229999.0,5.0,1,Manual,190.0,,120000,Individual,17.8,1248.0,75.0,Diesel,1661,1,1,1
Maruti Wagon R VXI BS IV,2018,425000.0,5.0,First Owner,Manual,90.0,,15000,Individual,20.51,998.0,67.04,Petrol,1721,1,1,4
Tata Indica GLS BS IV,2008,95000.0,5.0,2,Manual,102.0,,120000,Individual,15.3,1193.0,65.3,Petrol,2027,1,1,4
Hyundai EON LPG Magna Plus,2012,170000.0,,2,Manual,,,170000,Individual,,,,LPG,669,1,1,3
Datsun RediGO T Option,2016,229999.0,5.0,1,Manual,72.0,,37500,Individual,22.7,799.0,53.64,Petrol,218,1,1,4
Maruti 800 Std,1999,45000.0,4.0,2,Manual,59.0,,50000,Individual,16.1,796.0,37.0,Petrol,1320,1,1,4
Maruti Grand Vitara MT,2007,479000.0,,2,Manual,,,145000,Individual,,,,Petrol,1497,1,1,4
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000.0,5.0,First Owner,Manual,115.0,,60000,Individual,18.15,1198.0,82.0,Petrol,1120,1,1,4
Hyundai EON Sportz,2016,340000.0,5.0,First Owner,Manual,74.5,,30000,Individual,21.1,814.0,55.2,Petrol,674,1,1,4
Maruti Swift Dzire ZXI,2016,620000.0,5.0,First Owner,Manual,115.0,,35000,Individual,20.85,1197.0,83.14,Petrol,1623,1,1,4
Tata Manza Club Class Quadrajet90 EX,2012,270000.0,5.0,First Owner,Manual,200.0,,60000,Individual,21.02,1248.0,88.76,Diesel,2132,1,1,1
Tata Tiago 1.05 Revotorq XZ Plus,2018,400000.0,,First Owner,Manual,,,35000,Individual,,,,Diesel,2223,1,1,1
Maruti Wagon R VXI Optional,2015,260000.0,5.0,First Owner,Manual,90.0,,40000,Individual,20.51,998.0,67.04,Petrol,1727,1,1,4
Hyundai Santro LE zipPlus,2003,48000.0,,3,Manual,,,50000,Individual,,,,Petrol,761,1,1,4
Tata Nano Twist XE,2015,100000.0,,1,Manual,,,23800,Individual,,,,Petrol,2151,1,1,4
Nissan Terrano XL Plus 85 PS,2015,490000.0,5.0,First Owner,Manual,200.0,,70000,Individual,20.45,1461.0,83.8,Diesel,1851,1,1,1
Maruti Wagon R Duo Lxi,2010,120000.0,5.0,1,Manual,77.0,,90000,Individual,26.2,998.0,58.2,LPG,1695,1,1,3
Hyundai i10 Era,2008,125000.0,5.0,1,Manual,99.04,,102000,Individual,19.81,1086.0,68.05,Petrol,901,1,1,4
Maruti Alto 800 LXI,2019,190000.0,5.0,First Owner,Manual,69.0,,5000,Individual,22.74,796.0,47.3,Petrol,1334,1,1,4
Hyundai i10 Sportz,2011,250000.0,5.0,First Owner,Manual,111.8,,50000,Individual,20.36,1197.0,78.9,Petrol,912,1,1,4
Maruti Ignis 1.2 Delta BSIV,2019,500000.0,5.0,First Owner,Manual,113.0,,15000,Individual,20.89,1197.0,81.8,Petrol,1509,1,1,4
Toyota Corolla Altis 1.8 J,2008,400000.0,5.0,1,Manual,173.0,,35000,Individual,14.53,1798.0,138.0,Petrol,2283,1,1,4
Fiat Linea T Jet Plus,2011,500000.0,,First Owner,Manual,,,20000,Individual,,,,Petrol,247,1,1,4
Toyota Fortuner 4x2 AT,2014,1800000.0,7.0,First Owner,Automatic,360.0,,99000,Individual,12.55,2982.0,168.5,Diesel,2336,1,0,1
Honda Civic 1.8 V MT,2008,320000.0,5.0,First Owner,Manual,172.0,,90000,Individual,13.5,1799.0,130.0,Petrol,579,1,1,4
Honda Civic 1.8 S AT,2007,250000.0,5.0,First Owner,Automatic,172.0,,47000,Dealer,12.9,1799.0,130.0,Petrol,576,0,0,4
Ford Figo Diesel Titanium,2010,105000.0,5.0,2,Manual,160.0,,90000,Individual,20.0,1399.0,68.0,Diesel,394,1,1,1
Hyundai i20 Active 1.2 SX,2018,550000.0,5.0,First Owner,Manual,114.73,,20000,Individual,17.19,1197.0,81.86,Petrol,951,1,1,4
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000.0,5.0,First Owner,Automatic,113.75,,1100,Individual,18.9,1197.0,81.86,Petrol,721,1,0,4
Maruti Alto 800 VXI,2020,210000.0,5.0,First Owner,Manual,69.0,,40000,Individual,23.72,796.0,47.3,Petrol,1342,1,1,4
Maruti Alto LXi,2009,150000.0,5.0,First Owner,Manual,62.0,,40000,Individual,19.7,796.0,46.3,Petrol,1362,1,1,4
Hyundai i10 Era 1.1,2008,125000.0,5.0,First Owner,Manual,99.04,,60000,Individual,19.81,1086.0,68.05,Petrol,902,1,1,4
Maruti Celerio VXI,2016,380000.0,5.0,First Owner,Manual,90.0,,20000,Individual,23.1,998.0,67.04,Petrol,1395,1,1,4
Maruti Baleno Delta 1.2,2019,600000.0,5.0,First Owner,Manual,115.0,,5000,Individual,21.4,1197.0,83.1,Petrol,1375,1,1,4
Maruti Swift VXI Deca,2016,490000.0,5.0,First Owner,Manual,113.0,,27000,Individual,20.4,1197.0,81.8,Petrol,1656,1,1,4
Maruti Swift Dzire LDI,2018,545000.0,5.0,1,Manual,190.0,,38000,Individual,26.59,1248.0,74.0,Diesel,1600,1,1,1
Maruti Wagon R VXI BS IV,2015,250000.0,5.0,First Owner,Manual,90.0,,25000,Individual,20.51,998.0,67.04,Petrol,1721,1,1,4
Hyundai Venue SX Opt Turbo BSIV,2020,1050000.0,,First Owner,Manual,,,1100,Individual,,,,Petrol,813,1,1,4
Maruti Wagon R LX Minor,2007,100000.0,5.0,First Owner,Manual,84.0,,100000,Individual,18.9,1061.0,67.0,Petrol,1699,1,1,4
Ford Figo Diesel ZXI,2014,250000.0,5.0,1,Manual,160.0,,100000,Individual,20.0,1399.0,68.0,Diesel,395,1,1,1
Maruti Wagon R LX BSIII,2007,100000.0,5.0,First Owner,Manual,8.6,,110000,Individual,17.3,1061.0,64.0,Petrol,1698,1,1,4
Ford Figo 1.5D Ambiente ABS MT,2016,350000.0,,1,Manual,,,60000,Individual,,,,Diesel,368,1,1,1
Renault Duster 110PS Diesel RxZ Plus,2012,370000.0,5.0,1,Manual,245.0,,70000,Individual,19.64,1461.0,108.45,Diesel,1868,1,1,1
Maruti Zen VXi - BS III,2004,121000.0,,1,Manual,,,110000,Individual,,,,Petrol,1758,1,1,4
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000.0,5.0,First Owner,Automatic,136.0,,44077,Dealer,17.01,1499.0,110.5,Petrol,386,0,0,4
Maruti Ertiga SHVS VDI,2017,785000.0,7.0,First Owner,Manual,200.0,,24000,Individual,24.52,1248.0,88.5,Diesel,1470,1,1,1
Maruti Ciaz S 1.3,2018,850000.0,5.0,First Owner,Manual,200.0,,30000,Individual,28.09,1248.0,88.5,Diesel,1428,1,1,1
Maruti Baleno Alpha 1.2,2017,619000.0,5.0,First Owner,Manual,115.0,,40000,Individual,21.4,1197.0,83.1,Petrol,1369,1,1,4
Chevrolet Cruze LTZ,2011,335000.0,5.0,1,Manual,327.0,,90000,Individual,18.3,1991.0,147.9,Diesel,118,1,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000.0,8.0,First Owner,Manual,20.4,,50000,Individual,12.8,2494.0,102.0,Diesel,2358,1,1,1
Maruti Wagon R LX,2003,60000.0,5.0,1,Manual,90.0,,100000,Individual,18.9,998.0,67.1,Petrol,1696,1,1,4
Maruti Zen Estilo VXI BSIV,2010,130000.0,5.0,1,Manual,90.0,,50000,Individual,19.0,998.0,67.1,Petrol,1747,1,1,4
Tata Indigo TDI,2013,270000.0,5.0,1,Manual,135.4,,70000,Individual,19.61,1405.0,70.0,Diesel,2110,1,1,1
Maruti Wagon R LXI Minor,2010,225000.0,5.0,1,Manual,84.0,,100000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Maruti SX4 ZXI MT BSIV,2011,150000.0,5.0,1,Manual,145.0,,160000,Individual,16.51,1586.0,103.2,Petrol,1570,1,1,4
